Composite_rule	popularity	route_ids_size	Reference	Target_molecules
[C;D3:1]-[C;D2:2]#[N;D1:3]>>[C;D3:1]-[C;D3:2](-[N;D1:3])=[O;D1:4]$[C;D3:1]-[C;D3:2](-[N;D1:3])=[O;D1:4]>>[C;D3:1]-[C;D3:2](=[O;D1:4])-[O;D1:5].[N;D0:3]$[C:1]-[C;D3:2](=[O:3])-[O;D1:4]>>[C:1]-[C;D3:2](=[O:3])-[O;D2:4]-[C;D1:5]	3	3	180,2222,6317	COCCCCn1c(C(=O)N(CC(C)C)[C@H]2C[C@@H](C#N)CN(C(=O)OC(C)(C)C)C2)nc2ccccc21,CCC(C)(C)C(=O)C(=O)N1CCC[C@H]1C#N,COc1c(C#N)cc2c(c1I)CCCC2
[C;D3:1]-[C;D2:2]=[N;D2:3]-[O;D1:4]>>[C;D3:1]-[C;D2:2]=[O;D1:5].[N;D1:3]-[O;D1:4]$[C;D3:1]-[C;D2:2]=[O;D1:3]>>[C;D3:1]-[C;D2:2]-[O;D1:3]$[C;D3:1]-[C;D2:2]-[O;D1:3]>>[C;D3:1]-[C;D3:2](-[O;D1:3])=[O;D1:4]	3	3	323,1305,8029	CC(C)(C)OC(=O)CCCCc1cc2cc(C=NO)ccc2c(=O)n1-c1ccc(F)cc1,COC(=O)c1ccc(COc2ccc(C[C@@H](/C=N/O)NC(=O)OC(C)(C)C)cc2)cc1,C[C@]12CC[C@@](C)(O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C=NO)CC[C@@H]12
[C;D3:1]-[C;D3:2]-1=[N;D2:3]-[O;D2:4]-[C;D4:5](-[C;D3:6])(-[C;D4:7](-[F:8])(-[F:9])-[F:10])-[C;D2:11]-1>>[C;D3:1]-[C;D3:2](=[N;D2:3]-[O;D1:4])-[Cl;D1:12].[C;D3:5](-[C;D3:6])(-[C;D4:7](-[F:8])(-[F:9])-[F:10])=[C;D1:11]$[C;D3:1]-[C;D3:2](-[Cl;D1:3])=[N;D2:4]>>[Cl;D1:3]-[N;D3:11]-1-[C;D3:6](=[O:5])-[C:7]-[C:8]-[C;D3:9]-1=[O:10].[C;D3:1]-[C;D2:2]=[N;D2:4]$[C;D3:1]-[C;D2:2]=[N;D2:3]-[O;D1:4]>>[C;D3:1]-[C;D2:2]=[O;D1:5].[N;D1:3]-[O;D1:4]	3	3	552,1510,7260	CC1(C)OB(O)c2ccc(C3=NOC(c4cc(Cl)c(F)c(Cl)c4F)(C(F)(F)F)C3)cc21,CC1(C)OB(O)c2cc(F)c(C3=NOC(c4cc(Cl)cc(Cl)c4)(C(F)(F)F)C3)cc21,Cc1ccc(C2=NOC(c3cc(Cl)cc(Cl)c3)(C(F)(F)F)C2)cc1
[C;D3:1]-[N;D2:2]-[S;D4:3](=[O;D1:4])(=[O;D1:5])-[C;D3:6]>>[S;D4:3](=[O;D1:4])(=[O;D1:5])(-[C;D3:6])-[Cl;D1:7].[C;D3:1]-[N;D1:2]$[C;D3:1]-[N;D1:2]>>[C;D3:1]-[N;D3+:2](=[O;D1:3])-[O;D1-:4]$[C;D2:1]:[C;D3:2](-[N;D3+:3](=[O;D1:4])-[O;D1-:5]):[C;D2:6]>>[N;D3+:3](=[O;D1:4])(-[O;D1-:5])-[C;D1:7].[C;D2:1]:[C;D2:2]:[C;D2:6]	3	3	271,3859,4817	CCC(=O)N1C[C@@H]2C[C@@H](c3ccc(NS(=O)(=O)c4ccc(C(C)C)cc4)cc3)[C@@H]2C1,CCC(=O)N1C[C@@H]2C[C@@H](c3ccc(NS(=O)(=O)c4ccc(OC(F)(F)F)cc4)cc3)[C@@H]2C1,CCC(=O)N1CCC(c2cc(NS(=O)(=O)c3cccc(OC(F)(F)F)c3)ccc2OC)C1
[C:1]-[C;D3:2](=[C:3]-[C:4])-[C;D2:5]-[N;D3:6](-[C;D2:7])-[C;D2:8]>>[C:1]-[C;D3:2](=[C:3]-[C:4])-[C;D2:5]-[Br;D1:9].[N;D2:6](-[C;D2:7])-[C;D2:8]$[C:1]-[C;D3:2](=[C:3]-[C:4])-[C;D2:5]-[Br;D1:6]>>[Br;D1:6]-[P;D3:8](-[Br;D1:7])-[Br;D1:9].[C:1]-[C;D3:2](=[C:3]-[C:4])-[C;D2:5]-[O;D1:10]$[C:1]-[C;D3:2](=[C:3]-[C:4])-[C;D2:5]-[O;D1:6]>>[C:1]-[C;D3:2](=[C:3]-[C:4])-[C;D2:5]=[O;D1:6]	2	2	350,1553	CC(=Cc1ccc(C(C)(C)C)cc1)CN1CCCCC1,CCCCCC(=Cc1ccc(Cl)cc1Cl)CN1CCCC1
[C:1]-[C;D3:2](=[O:3])-[C;D3:4](-[Br;D1:5])-[O;D2:6]>>[Br;D1:5]-[Br;D1:7].[C:1]-[C;D3:2](=[O:3])-[C;D2:4]-[O;D2:6]$[C:1]-[C;D3:2](=[O:3])-[C;D2:4]-[O;D2:5]-[C;D3:6]>>[C:1]-[C;D3:2](=[O:3])-[C;D2:4]-[Br;D1:7].[O;D1:5]-[C;D3:6]$[C:1]-[C;D3:2](=[O:3])-[C;D2:4]-[Br;D1:5]>>[Br;D1:5]-[Br;D1:6].[C:1]-[C;D3:2](=[O:3])-[C;D1:4]	2	2	945,3353	CC(C)(CF)C(=O)C(Br)Oc1ccc(Cl)cc1Cl,CC(CF)(CF)C(=O)C(Br)Oc1ccc(Cl)cc1
[C:1]-[C;D3:2](=[O:3])-[O;D1:4]>>[C:1]-[C;D3:2](=[O:3])-[O;D2:4]-[C;D2:6]-[C;D1:5]$[O:1]-[C;D3:2](=[O:3])-[C;D3:4]:1:[N;D2:5]:[N;D2:6]:[C;D3:7](-[C;D2:8]):[C;D2:9]:1>>[O:1]-[C;D3:2](=[O:3])-[C;D3:4](-[C;D2:9]-[C;D3:7](-[C;D2:8])=[O;D1:11])=[O;D1:10].[N;D1:5]-[N;D1:6]$[O:1]-[C;D3:2](=[O:3])-[C;D3:4](=[O;D1:5])-[C;D2:6]-[C;D3:7](=[O:8])-[C:9]>>[O:1]-[C;D3:2](=[O:3])-[C;D3:4](=[O;D1:5])-[O;D2:12]-[C;D2:11]-[C:10].[C;D1:6]-[C;D3:7](=[O:8])-[C:9]	2	2	5745,9865	CC(C)=CCCc1cc(C(=O)O)n[nH]1,COc1ccc(CCc2cc(C(=O)O)n[nH]2)cc1
[C:1]:1:[C:2]:[C:3]:[N;D3:6](:[C:5]:[C:4]):[C;D3:7](-[C;D3:8]:2:[C;D2:9]:[N:10]:[N:11]:[C;D2:12]:2):[N;D2:13]:1>>[C;D3:8]:1(:[C;D2:9]:[N:10]:[N:11]:[C;D2:12]:1)-[B;D3:18]-2-[O;D2:17]-[C:15](-[C:14])(-[C:16])-[C:20](-[O;D2:19]-2)(-[C:21])-[C:22].[C:1]:1:[C:2]:[C:3]:[N;D3:6](:[C:5]:[C:4]):[C;D3:7](:[N;D2:13]:1)-[Cl;D1:23]$[C:1]:1:[C:2]:[C:3]:[N;D3:6](:[C:5]:[C:4]):[C;D3:7](-[Cl;D1:8]):[N;D2:9]:1>>[Cl;D1:8]-[P;D4:11](=[O;D1:10])(-[Cl;D1:12])-[Cl;D1:13].[C:1]:1:[C:2]:[C:3]:[N;D3:6](:[C:5]:[C:4]):[C;D3:7](:[N;D2:9]:1)=[O;D1:14]$[N:1]:1:[C;D2:2]:[C;D3:3](-[C;D3:4]:2:[C;D2:5]:[C:6](:[N:7]):[N:8]:[C:9]:[N;D2:10]:2):[C;D2:11]:[N:12]:1>>[N:1]:1:[C;D2:2]:[C;D3:3](:[C;D2:11]:[N:12]:1)-[B;D3:17]-2-[O;D2:16]-[C:14](-[C:13])(-[C:15])-[C:19](-[O;D2:18]-2)(-[C:20])-[C:21].[C;D3:4]:1(:[C;D2:5]:[C:6](:[N:7]):[N:8]:[C:9]:[N;D2:10]:1)-[Cl;D1:22]	2	2	954,2799	Cn1cc(-c2cc3nccn3c(-c3cn[nH]c3)n2)cn1
[C:1]:[C:2]:[N;D2:3]:[C;D3:4](-[N;D3:5](-[C;D2:6])-[C;D2:7]):[C;D3:8]>>[C:1]:[C:2]:[N;D2:3]:[C;D3:4](:[C;D3:8])-[Cl;D1:9].[N;D2:5](-[C;D2:6])-[C;D2:7]$[C:1]:[C:2]:[N;D2:3]:[C;D3:4](-[Cl;D1:5]):[C;D3:6]>>[Cl;D1:5]-[P;D4:8](=[O;D1:7])(-[Cl;D1:9])-[Cl;D1:10].[C:1]:[C:2]:[N;D2:3]:[C;D3:4](:[C;D3:6])=[O;D1:11]$[O:1]-[C;D3:2](=[O:3])-[C;D3:4]:1:[C;D3:5](-[C;D1:6]):[N;D2:7]:[C;D3:8](=[O;D1:9]):[C;D3:10](-[C;D2:11]#[N:12]):[C;D2:13]:1>>[O:1]-[C;D3:2](=[O:3])-[C;D3:4](-[C;D3:5](-[C;D1:6])=[O;D1:17])=[C;D2:13]-[N;D3:15](-[C;D1:14])-[C;D1:16].[N;D1:7]-[C;D3:8](=[O;D1:9])-[C;D2:10]-[C;D2:11]#[N:12]	2	2	361,2355	CCOC(=O)c1cc(C#N)c(N2CCC(C(=O)OC(C)(C)C)CC2)nc1C,CCOC(=O)c1cc(C#N)c(N2CCC(S(=O)(=O)NS(=O)(=O)Cc3ccccc3)CC2)nc1C
[C;D1:1]-[O;D2:2]-[C;D3:3](=[O;D1:4])-[C;D3:5](-[O;D1:6])=[C:7]-[C:8]>>[C;D3:3]-1(=[O;D1:4])-[C;D3:5](-[O;D2:6]-[C;D4:10](-[C;D1:9])(-[C;D1:11])-[O;D2:12]-1)=[C:7]-[C:8].[C;D1:1]-[O;D1:2]$[O;D2:1]-[N;D3:2](-[C;D2:3])-[C;D3:4](=[O;D1:5])-[C;D2:6]=[C:7](-[O:8])-[C:9]>>[C;D3:4](=[O;D1:5])(-[C;D2:6]=[C:7](-[O:8])-[C:9])-[Cl;D1:10].[O;D2:1]-[N;D2:2]-[C;D2:3]$[O;D2:1]-[N;D2:2]-[C;D2:3]-[C;D3:4]>>[O;D2:1]-[N;D2:2]=[C;D2:3]-[C;D3:4]	2	2	1645,1770	COC(=O)C(O)=CC(=O)N(Cc1cccc(F)c1)OC,COC(=O)C(O)=CC(=O)N(Cc1ccc(F)cc1)OC
[C;D1:1]-[S;D4:2](=[O;D1:3])(=[O;D1:4])-[O;D2:5]-[C;D2:6]>>[C;D1:1]-[S;D4:2](=[O;D1:3])(=[O;D1:4])-[Cl;D1:7].[O;D1:5]-[C;D2:6]$[O;D1:1]-[C;D2:2]-[C;D3:3]>>[O;D1:1]=[C;D3:2](-[C;D3:3])-[O;D2:5]-[C;D1:4]$[C;D1:1]-[O;D2:2]-[C;D3:3](=[O:4])-[C:5]>>[C;D1:1]-[O;D1:6].[O;D1:2]-[C;D3:3](=[O:4])-[C:5]	2	2	924,8804	CS(=O)(=O)OCC(c1ccccc1)c1ccccc1,CS(=O)(=O)OCc1c(Cl)cccc1C(F)(F)F
[C;D2:1]-[C;D2:2]-[N;D3:3](-[C;D2:4])-[C;D2:5]>>[C;D2:1]-[C;D2:2]=[O;D1:6].[N;D2:3](-[C;D2:4])-[C;D2:5]$[C;D2:1]-[C;D2:2]=[O;D1:3]>>[C;D2:1]-[C;D2:2]-[O;D1:3]$[C;D2:1]-[C;D2:2]-[O;D1:3]>>[C;D2:1]-[C;D3:2](=[O;D1:3])-[O;D2:6]-[C;D2:5]-[C:4]	2	2	1380,4912	CC(=O)N[C@@H]1CC[C@@H](CCN2CCC(C(=O)c3ccc(F)s3)CC2)CC1,COc1cc(CCN2CCN(CC(OC)c3ccc4c(c3C)COC4=O)CC2)ccc1C#N
[C;D2:1]-[C;D2:2]-[O;D2:3]-[C;D3:4]>>[C;D2:1]-[C;D2:2]-[Br;D1:5].[O;D1:3]-[C;D3:4]$[C;D2:1]-[C;D2:2]-[Br;D1:3]>>[Br;D1:3]-[C;D4:5](-[Br;D1:4])(-[Br;D1:6])-[Br;D1:7].[C;D2:1]-[C;D2:2]-[O;D1:8]$[C;D2:1]-[O;D1:2]>>[C;D2:1]-[O;D2:2]-[Si;D4:7](-[C;D4:4](-[C:3])(-[C:5])-[C:6])(-[C;D1:8])-[C;D1:9]	2	2	150,1020	CCOC(=O)CCCOc1cccc(CCCCCCOc2cc(Br)cc(CO)c2)c1CCC(=O)OCC,CCOC(=O)CCCOc1cccc(CCCCCCOc2cc(O)cc(Br)c2)c1CCC(=O)OCC
[C;D2:1]-[C;D2:2]=[O;D1:3]>>[C;D2:1]-[C;D2:2]-[O;D1:3]$[C;D2:1]-[C;D2:2]-[O;D1:3]>>[C;D2:1]-[C;D3:2](=[O;D1:3])-[O;D2:6]-[C;D2:5]-[C:4]$[C;D3:1]-[N;D2:2]-[C;D3:3](-[C;D1:4])=[O;D1:5]>>[C;D3:3](-[C;D1:4])(=[O;D1:5])-[Cl;D1:6].[C;D3:1]-[N;D1:2]	2	2	1380,8819	CC(=O)N[C@@H]1CC[C@@H](CC=O)CC1,CC(=O)N[C@@H](CC=O)c1cccc(F)c1
[C;D2:1]-[C;D3:2](=[O;D1:3])-[N;D3:4](-[C;D2:5])-[C;D2:6]>>[C;D2:1]-[C;D3:2](=[O;D1:3])-[O;D1:7].[N;D2:4](-[C;D2:5])-[C;D2:6]$[C:1]-[C;D3:2](=[O:3])-[O;D1:4]>>[C:1]-[C;D3:2](=[O:3])-[O;D2:4]-[C;D2:6]-[C;D1:5]$[O:1]-[C;D3:2](=[O:3])-[C;D2:4]-[C;D3:5]-1-[C;D2:6]-[N;D2:7]=[C;D3:8](-[C;D3:9](:[C:10]):[N:11])-[S;D2:12]-1>>[O:1]-[C;D3:2](=[O:3])-[C;D2:4]#[C;D2:5]-[C;D1:6].[N;D1:7]-[C;D3:8](-[C;D3:9](:[C:10]):[N:11])=[S;D1:12]	2	2	127,3266	CS(=O)(=O)c1ccc(Oc2cc(OC3CCOCC3)c3[nH]c(C4=NCC(CC(=O)N5CCS(=O)(=O)CC5)S4)cc3c2)cn1,CCc1cc(Oc2ccc(S(C)(=O)=O)nc2)cc2cc(C3=NCC(CC(=O)N4CCS(=O)CC4)S3)[nH]c12
[C;D2:1]-[C;D3:2]:1:[C;D2:3]:[C;D3:4](-[C;D3:5]):[N;D2:6]:[O;D2:7]:1>>[C;D3:4](-[C;D3:5])(=[N;D2:6]-[O;D1:7])-[Cl;D1:8].[C;D2:1]-[C;D2:2]#[C;D1:3]$[N;D2:1]=[C;D3:2](-[Cl;D1:3])-[C;D3:4]>>[Cl;D1:3]-[N;D3:11]-1-[C;D3:6](=[O:5])-[C:7]-[C:8]-[C;D3:9]-1=[O:10].[N;D2:1]=[C;D2:2]-[C;D3:4]$[O;D1:1]-[N;D2:2]=[C;D2:3]-[C;D3:4]>>[C;D2:3](-[C;D3:4])=[O;D1:5].[O;D1:1]-[N;D1:2]	2	2	238,4115	O=[N+]([O-])c1cnc2cccnc2c1NCc1cc(-c2ccc(F)cc2)no1,OCc1cc(-c2ccc(C(F)(F)F)cc2)no1
[C;D2:1]-[C;D3:2]:1:[N;D2:3]:[N;D2:4]:[C;D3:5](=[O;D1:6]):[N;D3:7]:1-[C;D3:8]>>[C;D2:1]-[C;D3:2](-[N;D2:3]-[N;D2:4]-[C;D3:5](=[O;D1:6])-[N;D2:7]-[C;D3:8])=[O;D1:9]$[O:1]=[C:2](-[C:3])-[N;D2:4]-[N;D2:5]-[C;D3:6](=[O;D1:7])-[N;D2:8]-[C;D3:9]>>[C;D2:6](=[O;D1:7])=[N;D2:8]-[C;D3:9].[O:1]=[C:2](-[C:3])-[N;D2:4]-[N;D1:5]$[N;D1:1]-[N;D2:2]-[C;D3:3](=[O;D1:4])-[C;D2:5]>>[C;D3:3](=[O;D1:4])(-[C;D2:5])-[O;D2:8]-[C;D2:7]-[C:6].[N;D1:1]-[N;D1:2]	2	2	147,1992	O=C(C1CC1)N1CC[C@@H](Cc2n[nH]c(=O)n2-c2ccc(Br)cc2)C1,O=C(C1CC1)N1CC[C@@H](Cc2n[nH]c(=O)n2-c2ccc(Br)cc2C(F)(F)F)C1
[C;D2:1]-[N;D1:2]>>[C;D2:1]-[N;D2:2]=[N;D2+:4]=[N;D1-:3]$[C;D3:1]-[C;D2:2]-[N;D2:3]=[N;D2+:4]>>[C;D3:1]-[C;D2:2]-[O;D2:13]-[S;D4:10](-[C:9]:1:[C:8]:[C:7]:[C:6](-[C:5]):[C:15]:[C:14]:1)(=[O:11])=[O:12].[N;D1-:3]=[N;D2+:4]$[C;D2:1]-[O;D2:2]-[S;D4:3](=[O;D1:4])(=[O;D1:5])-[C;D3:6]:1:[C:7]:[C:8]:[C:9](-[C:10]):[C:11]:[C:12]:1>>[S;D4:3](=[O;D1:4])(=[O;D1:5])(-[C;D3:6]:1:[C:7]:[C:8]:[C:9](-[C:10]):[C:11]:[C:12]:1)-[Cl;D1:13].[C;D2:1]-[O;D1:2]	2	2	322,1077	CON=C1CN(C(=O)OCc2ccccc2)CC1CN,CCCCC[C@@H](C)C[C@H](CN)CC(=O)OC(C)(C)C
[C;D2:1]-[O;D2:2]-[C;D3:3](=[O;D1:4])-[C;D3:5]>>[C;D3:3](=[O;D1:4])(-[C;D3:5])-[O;D1:6].[C;D2:1]-[O;D1:2]$[C;D3:1]-[C;D3:2](=[O;D1:3])-[O;D1:4]>>[O;D1:4]-[C;D2:6]-[C;D1:5].[C;D3:1]-[C;D2:2]#[N;D1:7].[O;D0:3]$[C;D2:1]:[C;D3:2](-[C;D2:3]#[N;D1:4]):[C;D2:5]>>[C;D2:1]:[C;D3:2](:[C;D2:5])-[Br;D1:6].[C;D1:3]#[N;D1:4]	2	2	31,2129	CCOC(=O)c1cc(F)cc(C(C2CN(C(c3ccccc3)c3ccccc3)C2)C(C)(C)F)c1
[C;D2:1]-[O;D2:2]-[S;D4:3](-[C;D1:4])(=[O;D1:5])=[O;D1:6]>>[S;D4:3](-[C;D1:4])(=[O;D1:5])(=[O;D1:6])-[Cl;D1:7].[C;D2:1]-[O;D1:2]$[C;D2:1]-[N;D3:2](-[C;D3:3](=[O;D1:4])-[O;D2:5])-[C;D2:6]>>[C;D3:3](=[O;D1:4])(-[O;D2:5])-[Cl;D1:7].[C;D2:1]-[N;D2:2]-[C;D2:6]$[C;D2:1]-[N;D2:2]-[C;D2:3]>>[C;D2:1]-[N;D3:2](-[C;D2:3])-[C;D2:8]-[C;D3:7]:1:[C:6]:[C:5]:[C:4]:[C:10]:[C:9]:1	2	2	466,2005	CC(C)(C)OC(=O)N1CCN(C(=O)OCc2ccccc2)C[C@H]1CCOS(C)(=O)=O
