Composite_rule	popularity	route_ids_size	Reference	Target_molecules
[C:1]:1:[C;D3:2](:[C:3]):[N;D3:4](-[C;D3:5](=[O;D1:6])-[O;D2:7]-[C:8](-[C:9])(-[C:10])-[C:11]):[N;D2:12]:[C:13]:1>>[C;D3:5](=[O;D1:6])(-[O;D2:7]-[C:8](-[C:9])(-[C:10])-[C:11])-[O;D2:21]-[C;D3:19](-[O:18]-[C:15](-[C:14])(-[C:16])-[C:17])=[O:20].[C:1]:1:[C;D3:2](:[C:3]):[N;D2:4]:[N;D2:12]:[C:13]:1$[C;D3:1]:[C;D3:2]:1:[C;D3:3](:[C;D2:4]):[N;D2:5]:[N;D2:6]:[C;D3:7]:1-[N;D1:8]>>[C;D3:1]:[C;D3:2](:[C;D3:3](:[C;D2:4])-[F;D1:9])-[C;D2:7]#[N;D1:8].[N;D1:5]-[N;D1:6]	1	1	8272	COc1cccc2c1c(N)nn2C(=O)OC(C)(C)C
[C:1]:1:[C;D3:2](:[S:3]):[C;D3:4](-[C;D3:5](=[C;D2:6]-[C;D2:7])-[C;D2:8]):[C;D3:9]:[N:10]:1>>[C;D3:5](-[C;D2:6]-[C;D2:7])(-[C;D2:8])=[O;D1:11].[C:1]:1:[C;D3:2](:[S:3]):[C;D2:4]:[C;D3:9]:[N:10]:1$[C:1]:1:[C;D2:2]:[C;D3:3]:2:[C;D3:4](:[C;D2:5]:[C;D3:6](-[C;D3:7]):[N;D2:8]:2):[S;D2:9]:1>>[C:1]:1:[C;D2:2]:[C;D3:3](:[C;D3:4](-[C;D2:5]=[C;D2:6]-[C;D3:7]):[S;D2:9]:1)-[N;D3+:8](=[O;D1:10])-[O;D1-:11]	1	1	2046	COC(=O)c1cc2[nH]c(-c3ccc(Cl)cc3)c(C3=CCCCC3)c2s1
[C:1]:1:[C;D3:2]:[C;D3:3](-[C;D2:4]#[C;D2:5]-[C:6]):[C;D2:7]:[N:8]:1>>[C:1]:1:[C;D3:2]:[C;D3:3](:[C;D2:7]:[N:8]:1)-[I;D1:9].[C;D1:4]#[C;D2:5]-[C:6]$[C;D1:1]#[C;D2:2]-[C:3]>>[C;D2:1](#[C;D2:2]-[C:3])-[Si;D4:5](-[C;D1:4])(-[C;D1:6])-[C;D1:7]	1	1	732	COc1cc2c(C#Cc3cc(Cl)cnc3N)cn(C)c2cc1OC
[C:1]:1:[C;D3:2]:[C;D3:3](-[C;D3:4](:[C;D3:5]):[C;D2:6]):[C;D3:7]:[N:8]:1>>[C:1]:1:[C;D3:2]:[C;D3:3](:[C;D3:7]:[N:8]:1)-[Br;D1:9].[C;D3:4](:[C;D3:5])(:[C;D2:6])-[B;D3:11](-[O;D1:10])-[O;D1:12]$[C:1]:1:[C;D3:2]:[C;D3:3](-[Br;D1:4]):[C;D3:5]:[N:6]:1>>[Br;D1:4]-[Br;D1:7].[C:1]:1:[C;D3:2]:[C;D2:3]:[C;D3:5]:[N:6]:1	1	1	7344	CCOC(=O)c1[nH]c(C)c(-c2ccccc2C(F)(F)F)c1C
[C:1]:1:[C;D3:2]:[C;D3:3](-[Cl;D1:4]):[C;D3:5](-[C;D2:6]#[N;D1:7]):[C:8]:[N:9]:1>>[Cl;D1:4]-[P;D4:11](=[O;D1:10])(-[Cl;D1:12])-[Cl;D1:13].[C:1]:1:[C;D3:2]:[C;D3:3](:[C;D3:5](-[C;D3:6](-[N;D2:7]-[C;D3:16]-2-[C;D2:17]-[C:18]-[C:19]-[C:20]-[C;D2:21]-2)=[O;D1:14]):[C:8]:[N:9]:1)-[O;D1:15]$[C;D3:1](-[C;D3:2](=[O;D1:3])-[N;D2:4]-[C;D3:5]):[C:6]:[N:7]>>[C;D3:1](-[C;D3:2](=[O;D1:3])-[O;D2:10]-[C;D2:9]-[C:8]):[C:6]:[N:7].[N;D1:4]-[C;D3:5]	1	1	5456	Cc1ccc2c(c1)c(Cl)c(C#N)c(=O)n2Cc1ccc(F)cc1
[C:1]:1:[C;D3:2]:[C;D3:3](-[Cl;D1:4]):[N;D2:5]:[C:6]:[N:7]:1>>[Cl;D1:4]-[O;D2:9]-[Cl;D1:8].[C:1]:1:[C;D3:2]:[C;D3:3](:[N;D2:5]:[C:6]:[N:7]:1)=[O;D1:10]$[C:1]:1:[C:2]:[C:3]:[N;D2:4]:[C;D3:5](-[N;D2:6]-[C;D2:7]):[N;D2:8]:1>>[C:1]:1:[C:2]:[C:3]:[N;D2:4]:[C;D3:5](:[N;D2:8]:1)-[S;D2:10]-[C;D1:9].[N;D1:6]-[C;D2:7]	1	1	258	Cc1nc(NCc2ccccn2)nc(Cl)c1C
[C:1]:1:[C;D3:2]:[C;D3:3](-[Cl;D1:4]):[N;D2:5]:[C:6]:[N:7]:1>>[Cl;D1:4]-[P;D4:9](=[O;D1:8])(-[Cl;D1:10])-[Cl;D1:11].[C:1]:1:[C;D3:2]:[C;D3:3](:[N;D2:5]:[C:6]:[N:7]:1)-[O;D1:12]$[C;D3:1]-[C;D3:4]:1:[C;D3:3](-[C;D2:2]):[N;D2:9]:[C;D2:8]:[N;D2:7]:[C;D3:5]:1-[O;D1:6]>>[C;D3:1]-[C;D3:4](-[C;D3:3](-[C;D2:2])=[O;D1:12])-[C;D3:5](=[O;D1:6])-[O;D2:11]-[C;D1:10].[N;D1:7]-[C;D2:8]=[N;D1:9]	1	1	4507	CC1OCc2ncnc(Cl)c21
[C:1]:1:[C;D3:2]:[C;D3:3](-[N;D2:4]-[C;D2:5]):[N;D2:6]:[C:7]:[N:8]:1>>[C:1]:1:[C;D3:2]:[C;D3:3](:[N;D2:6]:[C:7]:[N:8]:1)-[Cl;D1:9].[N;D1:4]-[C;D2:5]$[C:1]:1:[C;D3:2]:[C;D3:3](-[Cl;D1:4]):[N;D2:5]:[C:6]:[N:7]:1>>[Cl;D1:4]-[P;D4:9](=[O;D1:8])(-[Cl;D1:10])-[Cl;D1:11].[C:1]:1:[C;D3:2]:[C;D3:3](:[N;D2:5]:[C:6]:[N:7]:1)=[O;D1:12]	1	1	1650	Cc1ccc(N2CCc3ncnc(NCC4(O)CCCC(C)(C)C4)c3C2)nc1
[C:1]:1:[C;D3:2]:[C;D3:3](-[N;D2:4]-[C;D3:5]):[N;D2:6]:[C:7]:[N:8]:1>>[C:1]:1:[C;D3:2]:[C;D3:3](:[N;D2:6]:[C:7]:[N:8]:1)-[Cl;D1:9].[N;D1:4]-[C;D3:5]$[C:1]:1:[C;D3:2]:[C;D3:3](-[Cl;D1:4]):[N;D2:5]:[C:6]:[N:7]:1>>[Cl;D1:4]-[O;D2:9]-[Cl;D1:8].[C:1]:1:[C;D3:2]:[C;D3:3](:[N;D2:5]:[C:6]:[N:7]:1)=[O;D1:10]	1	1	258	Cc1nc(NCc2ccccn2)nc(NC2CCCC2)c1C
[C:1]:1:[C;D3:2]:[C;D3:3](-[N;D2:4]-[C;D3:5]):[N;D2:6]:[C:7]:[N:8]:1>>[C:1]:1:[C;D3:2]:[C;D3:3](:[N;D2:6]:[C:7]:[N:8]:1)-[N;D2:13]-[C;D3:12]-2-[C:11]-[C:10]-[C:9]-[C:14]-2.[N;D1:4]-[C;D3:5]$[C:1]:1:[C;D3:2]:[C;D3:3](-[N;D2:4]-[C;D3:5]):[N;D2:6]:[C:7]:[N:8]:1>>[C:1]:1:[C;D3:2]:[C;D3:3](:[N;D2:6]:[C:7]:[N:8]:1)-[Cl;D1:9].[N;D1:4]-[C;D3:5]	1	1	258	Cc1nc(NCc2ccccn2)nc(NC2CCS(=O)(=O)C2)c1C
[C:1]:1:[C;D3:2]:[C;D3:3](-[N;D3:4](-[C;D2:5])-[C;D2:6]):[C;D3:7]:[C:8]:[N:9]:1>>[C:1]:1:[C;D3:2]:[C;D3:3](:[C;D3:7]:[C:8]:[N:9]:1)-[Cl;D1:10].[N;D2:4](-[C;D2:5])-[C;D2:6]$[C:1]:1:[C;D3:2]:[C;D3:3](-[Cl;D1:4]):[C;D3:5](-[C;D2:6]#[N;D1:7]):[C:8]:[N:9]:1>>[Cl;D1:4]-[P;D4:11](=[O;D1:10])(-[Cl;D1:12])-[Cl;D1:13].[C:1]:1:[C;D3:2]:[C;D3:3](:[C;D3:5](-[C;D3:6](-[N;D2:7]-[C;D3:16]-2-[C;D2:17]-[C:18]-[C:19]-[C:20]-[C;D2:21]-2)=[O;D1:14]):[C:8]:[N:9]:1)-[O;D1:15]	1	1	5456	Cc1ccc2c(c1)c(N1CCNCC1)c(C#N)c(=O)n2Cc1ccc(F)cc1
[C:1]:1:[C;D3:2]:[C;D3:3](-[N;D3:4](-[C;D2:5])-[C;D3:6]):[N;D2:7]:[C:8]:[N:9]:1>>[C:1]:1:[C;D3:2]:[C;D3:3](:[N;D2:7]:[C:8]:[N:9]:1)-[Cl;D1:10].[N;D2:4](-[C;D2:5])-[C;D3:6]$[C:1]:1:[C;D3:2]:[C;D3:3](-[Cl;D1:4]):[N;D2:5]:[C:6]:[N:7]:1>>[Cl;D1:4]-[P;D4:9](=[O;D1:8])(-[Cl;D1:10])-[Cl;D1:11].[C:1]:1:[C;D3:2]:[C;D3:3](:[N;D2:5]:[C:6]:[N:7]:1)-[O;D1:12]	1	1	4507	CC1OCc2ncnc(N3CCN(C(=O)OC(C)(C)C)C[C@@H]3C)c21
[C:1]:1:[C;D3:2]:[C;D3:3](-[O;D2:4]-[C;D1:5]):[N;D2:6]:[C:7]:[N:8]:1>>[C:1]:1:[C;D3:2]:[C;D3:3](:[N;D2:6]:[C:7]:[N:8]:1)-[Cl;D1:9].[O;D1:4]-[C;D1:5]$[C;D1:1]-[O;D2:2]-[C;D3:3](=[O:4])-[C:5]>>[C;D1:1]=[N;D2+:7]=[N;D1-:6].[O;D1:2]-[C;D3:3](=[O:4])-[C:5]	1	1	4202	COC(=O)c1nc(C2CC2)nc(OC)c1Cl
[C:1]:1:[C;D3:2]:[C;D3:3](-[O;D2:4]-[C;D3:5]):[N;D2:6]:[C:7]:[N:8]:1>>[C:1]:1:[C;D3:2]:[C;D3:3](:[N;D2:6]:[C:7]:[N:8]:1)-[S;D2:10]-[C;D1:9].[O;D1:4]-[C;D3:5]$[C;D3:1]-[C;D3:2]:1:[C;D3:3](-[C;D2:4]#[N:5]):[C;D3:6](-[S;D2:7]-[C;D1:8]):[N;D2:9]:[C;D3:10](-[N;D1:11]):[N;D2:12]:1>>[C;D1:8]-[I;D1:13].[C;D3:1]-[C;D3:2](-[C;D2:3]-[C;D2:4]#[N:5])=[O;D1:14].[C;D2:6](=[S;D1:7])=[S;D1:15].[N;D1:9]=[C;D3:10](-[N;D1:11])-[N;D1:12]	1	1	2265	COc1cc(-c2nc(N)nc(OC(C)C)c2C#N)cc(OC)c1OC
[C:1]:1:[C;D3:2]:[C;D3:3](-[S;D2:4]-[C;D3:5]):[N;D2:6]:[C:7]:[N:8]:1>>[C:1]:1:[C;D3:2]:[C;D3:3](:[N;D2:6]:[C:7]:[N:8]:1)-[Cl;D1:9].[S;D1:4]-[C;D3:5]$[C:1]:1:[C;D3:2]:[C;D3:3](-[Cl;D1:4]):[N;D2:5]:[C:6]:[N:7]:1>>[Cl;D1:4]-[P;D4:9](=[O;D1:8])(-[Cl;D1:10])-[Cl;D1:11].[C:1]:1:[C;D3:2]:[C;D3:3](:[N;D2:5]:[C:6]:[N:7]:1)-[O;D1:12]	1	1	5359	CCc1ncnc(Sc2ccc(Cl)cc2)c1F
[C:1]:1:[C;D3:2]:[C;D3:3]:2:[C;D3:4](:[C;D2:5]:[N:6]:1):[N;D2:7]:[N;D2:8]:[C;D2:9]:2>>[N;D2:8](=[O;D1:10])-[O;D1:11].[C:1]:1:[C;D3:2]:[C;D3:3](:[C;D3:4](:[C;D2:5]:[N:6]:1)-[N;D1:7])-[C;D1:9]$[N:1]:[C:2]:[C;D3:3]-[N;D1:4]>>[N:1]:[C:2]:[C;D3:3]-[N;D3+:4](=[O;D1:5])-[O;D1-:6]	1	1	8864	COc1cc2ncc3[nH]ncc3c2cc1OC
[C:1]:1:[C;D3:2]:[C;D3:3]:2:[C;D3:4](:[N;D2:5]:[C;D3:6](=[O;D1:7]):[C;D3:8](=[O;D1:9]):[N;D2:10]:2):[S;D2:11]:1>>[C:1]:1:[C;D3:2]:[C;D3:3](:[C;D3:4](-[N;D2:5]-[C;D3:6](=[O;D1:7])-[O;D2:16]-[C;D4:13](-[C:12])(-[C:14])-[C:15]):[S;D2:11]:1)-[N;D2:10]-[C;D3:8](=[O;D1:9])-[O;D2:17]-[C;D4:18](-[C:19])(-[C:20])-[C:21]$[C:1]:1:[C:2]:[C;D3:3]:[C;D3:4](-[N;D2:5]-[C;D3:6](=[O;D1:7])-[O;D2:8]-[C;D4:9](-[C:10])(-[C:11])-[C:12]):[S;D2:13]:1>>[C:1]:1:[C:2]:[C;D3:3]:[C;D3:4](-[C;D3:6](=[O;D1:7])-[O;D1:14]):[S;D2:13]:1.[N;D2:5](=[N;D2+:16]=[N;D1-:15])-[P;D4:17](=[O;D1:18])(-[C;D3:19]:1:[C:20]:[C:21]:[C:22]:[C:23]:[C:24]:1)-[C;D3:25]:2:[C:26]:[C:27]:[C:28]:[C:29]:[C:30]:2.[O;D1:8]-[C;D4:9](-[C:10])(-[C:11])-[C:12]	1	1	9629	CSc1sc2[nH]c(=O)c(=O)[nH]c2c1C#N
[C:1]:1:[C;D3:2]:[N;D3:3](-[C;D1:4]):[C;D3:5](:[C:6]:1):[C:7]>>[C;D1:4]-[I;D1:8].[C:1]:1:[C;D3:2]:[N;D2:3]:[C;D3:5](:[C:6]:1):[C:7]$[C;D2:1]-[C;D3:2]:1:[C;D3:3](:[N;D2:4]:[C;D3:5](:[C;D3:6]:1:[C;D2:7]):[C;D2:8])-[C;D3:9]>>[N;D2:4](-[C;D3:5](:[C;D2:6]:[C;D2:7]):[C;D2:8])-[N;D1:10].[C;D2:1]-[C;D2:2]-[C;D3:3](-[C;D3:9])=[O;D1:11]	1	1	7534	COc1ccc2c(c1)-c1c(c3ccccc3n1C)C2
[C:1]:1:[C;D3:2]:[N;D3:3](-[C;D2:4]-[C;D3:5](=[C:6])-[C:7]):[C;D3:8](:[C:9]:1):[C:10]>>[C;D2:4](-[C;D3:5](=[C:6])-[C:7])-[Br;D1:11].[C:1]:1:[C;D3:2]:[N;D2:3]:[C;D3:8](:[C:9]:1):[C:10]$[C;D4:1]-[C;D3:4]:1:[C;D3:3](-[C;D2:2]):[C;D3:7](:[C;D3:6](:[N;D2:5]:1):[C;D2:9]):[C;D2:8]>>[N;D2:5](-[C;D3:6](:[C;D2:7]:[C;D2:8]):[C;D2:9])-[N;D1:10].[C;D4:1]-[C;D3:4](-[C;D2:3]-[C;D2:2])=[O;D1:11]	1	1	2824	C=CCC1(C)CN(C)Cc2c1n(CC(=C)c1ccc(F)cc1)c1ccc(C)cc21
[C:1]:1:[C;D3:2]:[N;D3:3](-[C;D2:4]-[C;D3:5](=[O:6])-[O;D1:7]):[C;D3:8](:[C:9]):[C:10]:1>>[C;D2:4](-[C;D3:5](=[O:6])-[O;D2:7]-[C;D2:12]-[C;D1:11])-[Br;D1:13].[C:1]:1:[C;D3:2]:[N;D2:3]:[C;D3:8](:[C:9]):[C:10]:1$[N:1]:[C;D3:2](:[C;D3:3](-[C;D3:4]:1:[C;D3:5]:[N:6]:[N:7]:[C;D3:8]:1):[C;D2:9]):[C:10]>>[N:1]:[C;D3:2](:[C;D3:3](:[C;D2:9])-[Br;D1:11]):[C:10].[C;D3:4]:1(:[C;D3:5]:[N:6]:[N:7]:[C;D3:8]:1)-[B;D3:16]-2-[O;D2:15]-[C:13](-[C:12])(-[C:14])-[C:18](-[O;D2:17]-2)(-[C:19])-[C:20]	1	1	1105	Cc1cc(OCCCc2c(C(F)(F)F)n(CC(=O)O)c3c(-c4c(C)nn(C)c4C)cccc23)cc(C)c1Cl
[C:1]:1:[C;D3:2]:[N;D3:3](-[C;D2:4]-[C;D3:5]):[C;D3:6](:[N:7]):[C:8]:1>>[C;D2:4](-[C;D3:5])-[Br;D1:9].[C:1]:1:[C;D3:2]:[N;D2:3]:[C;D3:6](:[N:7]):[C:8]:1$[C;D3:1]-[C;D2:2]-[Br;D1:3]>>[Br;D1:3]-[P;D3:5](-[Br;D1:4])-[Br;D1:6].[C;D3:1]-[C;D2:2]-[O;D1:7]	1	1	414	COC(=O)Cc1c(C)n(Cc2ccc(S(C)(=O)=O)cc2Cl)c2ncccc12
[C:1]:1:[C;D3:2]:[N;D3:3](-[C;D2:4]-[C;D3:5]):[N;D2:6]:[C:7]:1>>[C;D2:4](-[C;D3:5])-[Br;D1:8].[C:1]:1:[C;D3:2]:[N;D2:3]:[N;D2:6]:[C:7]:1$[C:1]:1:[C;D3:2]:[N;D2:3]:[N;D2:4]:[C:5]:1>>[C:1]:1:[C;D3:2]:[N;D3:3](:[N;D2:4]:[C:5]:1)-[S;D4:11](-[C;D3:10]:2:[C:9]:[C:8]:[C:7](-[C:6]):[C:15]:[C:14]:2)(=[O;D1:12])=[O;D1:13]	1	1	7697	COC(=O)/C=C/c1ccc([C@@H]2CCCN2CCc2c(C)nn(CC3CCOCC3)c2C)cc1
[C:1]:1:[C;D3:2]:[N;D3:3](-[C;D3:4](-[C;D1:5])-[C;D3:6]-[O;D1:7]):[C;D2:8]:[C:9]:1>>[C;D3:4]-1(-[C;D1:5])-[C;D3:6]-[O;D2:7]-[S;D4:11](=[O;D1:10])(=[O;D1:12])-[O;D2:13]-1.[C:1]:1:[C;D3:2]:[N;D2:3]:[C;D2:8]:[C:9]:1$[N:1]:[C:2]:[C;D3:3]-[C;D3:4](=[O;D1:5])-[N;D2:6]-[C;D3:7]>>[N:1]:[C:2]:[C;D3:3]-[C;D3:4](=[O;D1:5])-[O;D1:8].[N;D1:6]-[C;D3:7]	1	1	7399	Cc1c(C(=O)Nc2ccc(S(C)(=O)=O)cc2)cn([C@H](C)[C@H](C)O)c1-c1ccc(F)cc1C(F)(F)F
[C:1]:1:[C;D3:2]:[N;D3:3](-[C;D3:4](:[C;D3:5]-[C:6]=[O:7]):[N;D2:10]:[C:9]:[C:8]):[N;D2:11]:[C:12]:[C:13]:1>>[C;D3:4](:[C;D3:5]-[C:6]=[O:7])(:[N;D2:10]:[C:9]:[C:8])-[Br;D1:14].[C:1]:1:[C;D3:2]:[N;D2:3]:[N;D2:11]:[C:12]:[C:13]:1$[O;D1:1]=[C;D2:2]-[C;D3:3](:[C;D3:4]:[N:5]):[C;D3:6]>>[O;D1:1]=[C;D2:2]-[N;D3:8](-[C;D1:7])-[C;D1:9].[C;D2:3](:[C;D3:4]:[N:5]):[C;D3:6]	1	1	549	CC(C)(C)c1cc(F)c2c(=O)n(-c3nccc(Cl)c3C=O)ncc2c1
[C:1]:1:[C;D3:2]:[N;D3:3](-[C;D3:4](=[O;D1:5])-[O;D2:6]):[N;D2:7]:[C:8]:1>>[C;D3:4](=[O;D1:5])(-[O;D2:6])-[Cl;D1:9].[C:1]:1:[C;D3:2]:[N;D2:3]:[N;D2:7]:[C:8]:1$[C;D3:1]-[C;D3:9]:1:[C;D3:3](-[C;D2:2]):[C;D3:4](-[N;D2:5]-[C;D3:6]):[N;D2:7]:[N;D2:8]:1>>[C;D3:1]-[C;D3:9](-[C;D2:3]-[C;D2:2])=[O;D1:10].[C;D2:4](=[N;D2:5]-[C;D3:6])=[S;D1:11].[N;D1:7]-[N;D1:8]	1	1	7464	COc1cc2c(cc1OC)-c1c(c(Nc3cccc(F)c3)nn1C(=O)Oc1ccccc1)C2
[C:1]:1:[C;D3:2]:[N;D3:3](-[C;D3:4]:2:[C;D2:5]:[N:6]:[N:7]:[C;D2:8]:2):[C;D3:9](:[C:10]):[C:11]:1>>[C;D3:4]:1(:[C;D2:5]:[N:6]:[N:7]:[C;D2:8]:1)-[Br;D1:12].[C:1]:1:[C;D3:2]:[N;D2:3]:[C;D3:9](:[C:10]):[C:11]:1$[S;D2:1]-[C;D3:2]:1:[C;D3:3](-[C;D1:4]):[N;D2:5]:[C;D3:6](:[C;D3:7]):[C;D3:9]:1:[C;D2:8]>>[N;D2:5](-[C;D3:6](:[C;D3:7]):[C;D2:9]:[C;D2:8])-[N;D1:10].[S;D2:1]-[C;D2:2]-[C;D3:3](-[C;D1:4])=[O;D1:11]	1	1	608	CCOC(=O)c1cccc(Sc2c(C)n(-c3cnn(CCO[Si](C)(C)C(C)(C)C)c3)c3c(F)c(Cl)ccc23)c1
[C:1]:1:[N:2]:[C:3](:[C:4]):[N;D3:5]:[C;D3:6](-[Cl;D1:7]):[C;D2:8]:1>>[Cl;D1:7]-[P;D4:10](=[O;D1:9])(-[Cl;D1:11])-[Cl;D1:12].[C:1]:1:[N:2]:[C:3](:[C:4]):[N;D3:5]:[C;D3:6](:[C;D2:8]:1)-[O;D1:13]$[C;D1:1]-[C;D3:2]:1:[N;D2:3]:[C;D3:4]:2:[C;D3:5]:[C:6]:[N;D2:7]:[N;D3:8]:2:[C;D3:9](-[O;D1:10]):[C;D2:11]:1>>[C;D1:1]-[C;D3:2](-[C;D2:11]-[C;D3:9](=[O;D1:10])-[O;D2:14]-[C;D2:13]-[C:12])=[O;D1:15].[N;D1:3]-[C;D3:4]:1:[C;D3:5]:[C:6]:[N;D2:7]:[N;D2:8]:1	1	1	7401	Cc1cc(Cl)n2nc(-c3ccccc3Cl)c(-c3ccc(Cl)cc3)c2n1
[C:1]:1:[N:2]:[C:3](:[C:4]):[N;D3:5]:[C;D3:6](-[Cl;D1:7]):[C;D2:8]:1>>[Cl;D1:7]-[P;D4:10](=[O;D1:9])(-[Cl;D1:11])-[Cl;D1:12].[C:1]:1:[N:2]:[C:3](:[C:4]):[N;D3:5]:[C;D3:6](:[C;D2:8]:1)-[O;D1:13]$[C;D2:1]-[C;D3:2]:1:[N;D2:3]:[C;D3:4]:2:[C;D2:5]:[C:6]:[N;D2:7]:[N;D3:8]:2:[C;D3:9](-[O;D1:10]):[C;D2:11]:1>>[C;D2:1]-[C;D3:2](-[C;D2:11]-[C;D3:9](=[O;D1:10])-[O;D2:13]-[C;D1:12])=[O;D1:14].[N;D1:3]-[C;D3:4]:1:[C;D2:5]:[C:6]:[N;D2:7]:[N;D2:8]:1	1	1	3485	CCCCc1cc(Cl)n2nccc2n1
[C:1]:1:[N:2]:[C:3](:[C:4]):[N;D3:5]:[C;D3:6](-[Cl;D1:7]):[C;D2:8]:1>>[Cl;D1:7]-[P;D4:10](=[O;D1:9])(-[Cl;D1:11])-[Cl;D1:12].[C:1]:1:[N:2]:[C:3](:[C:4]):[N;D3:5]:[C;D3:6](:[C;D2:8]:1)-[O;D1:13]$[C;D2:1]-[C;D3:2]:1:[N;D2:3]:[C;D3:4]:2:[C;D2:5]:[C:6]:[N;D2:7]:[N;D3:8]:2:[C;D3:9](-[O;D1:10]):[C;D2:11]:1>>[C;D2:1]-[C;D3:2](-[C;D2:11]-[C;D3:9](=[O;D1:10])-[O;D2:14]-[C;D2:13]-[C:12])=[O;D1:15].[N;D1:3]-[C;D3:4]:1:[C;D2:5]:[C:6]:[N;D2:7]:[N;D2:8]:1	1	1	182	CCOC(=O)C1CCC(Cc2cc(Cl)n3nccc3n2)CC1
[C:1]:1:[N:2]:[C:3](:[C:4]):[N;D3:5]:[C;D3:6](-[Cl;D1:7]):[C;D2:8]:1>>[Cl;D1:7]-[P;D4:10](=[O;D1:9])(-[Cl;D1:11])-[Cl;D1:12].[C:1]:1:[N:2]:[C:3](:[C:4]):[N;D3:5]:[C;D3:6](:[C;D2:8]:1)=[O;D1:13]$[C;D1:1]-[C;D3:2]:1:[C;D2:3]:[C;D3:4](=[O;D1:5]):[N;D3:6]:2:[N;D2:7]:[C:8]:[C;D2:9]:[C;D3:10]:2:[N;D2:11]:1>>[C;D1:1]-[C;D3:2](-[C;D2:3]-[C;D3:4](=[O;D1:5])-[O;D2:14]-[C;D2:13]-[C:12])=[O;D1:15].[N;D2:6]:1:[N;D2:7]:[C:8]:[C;D2:9]:[C;D3:10]:1-[N;D1:11]	1	1	9806	Cc1cc(Cl)n2nc(C)cc2n1
[C:1]:1:[N:2]:[C:3](:[C:4]):[N;D3:5]:[C;D3:6](-[N;D1:7]):[C;D2:8]:1>>[C:1]:1:[N:2]:[C:3](:[C:4]):[N;D3:5]:[C;D3:6](:[C;D2:8]:1)-[Cl;D1:9].[N;D0:7]$[C:1]:1:[N:2]:[C:3](:[C:4]):[N;D3:5]:[C;D3:6](-[Cl;D1:7]):[C;D2:8]:1>>[Cl;D1:7]-[P;D4:10](=[O;D1:9])(-[Cl;D1:11])-[Cl;D1:12].[C:1]:1:[N:2]:[C:3](:[C:4]):[N;D3:5]:[C;D3:6](:[C;D2:8]:1)-[O;D1:13]	1	1	182	CCOC(=O)C1CCC(Cc2cc(N)n3nccc3n2)CC1
[C:1]:1:[N:2]:[C:3](:[C:4]):[N;D3:5]:[C;D3:6](-[N;D2:7]-[C;D1:8]):[C;D2:9]:1>>[C:1]:1:[N:2]:[C:3](:[C:4]):[N;D3:5]:[C;D3:6](:[C;D2:9]:1)-[Cl;D1:10].[N;D1:7]-[C;D1:8]$[C:1]:1:[N:2]:[C:3](:[C:4]):[N;D3:5]:[C;D3:6](-[Cl;D1:7]):[C;D2:8]:1>>[Cl;D1:7]-[P;D4:10](=[O;D1:9])(-[Cl;D1:11])-[Cl;D1:12].[C:1]:1:[N:2]:[C:3](:[C:4]):[N;D3:5]:[C;D3:6](:[C;D2:8]:1)-[O;D1:13]	1	1	3485	CCCCc1cc(NC)n2nccc2n1
[C:1]:1:[N:2]:[C:3](:[C:4]):[N;D3:5]:[C;D3:6](-[N;D3:7](-[C;D2:8])-[C;D2:9]):[C;D2:10]:1>>[C:1]:1:[N:2]:[C:3](:[C:4]):[N;D3:5]:[C;D3:6](:[C;D2:10]:1)-[Cl;D1:11].[N;D2:7](-[C;D2:8])-[C;D2:9]$[C:1]:1:[N:2]:[C:3](:[C:4]):[N;D3:5]:[C;D3:6](-[Cl;D1:7]):[C;D2:8]:1>>[Cl;D1:7]-[P;D4:10](=[O;D1:9])(-[Cl;D1:11])-[Cl;D1:12].[C:1]:1:[N:2]:[C:3](:[C:4]):[N;D3:5]:[C;D3:6](:[C;D2:8]:1)-[O;D1:13]	1	1	7401	Cc1cc(N2CCN(C(=O)OC(C)(C)C)CC2)n2nc(-c3ccccc3Cl)c(-c3ccc(Cl)cc3)c2n1
[C:1]:1:[N:2]:[C:3](:[C;D3:4](:[N:5]):[C;D3:7](=[O;D1:8]):[N;D2:9]:1):[N:6]>>[C:1]:1:[N:2]:[C:3](:[C;D3:4](:[N:5]):[C;D3:7](:[N;D2:9]:1)-[Cl;D1:10]):[N:6].[O;D0:8]$[C:1]:1:[N:2]:[C;D2:3]:[N;D3:4](-[C;D2:5]-[C;D2:6]):[C;D3:7]:1:[N:8]>>[C;D2:5](-[C;D2:6])-[Br;D1:9].[C:1]:1:[N:2]:[C;D2:3]:[N;D2:4]:[C;D3:7]:1:[N:8]	1	1	7921	Nc1nc2c(ncn2CCCCB(O)O)c(=O)[nH]1
