Composite_rule	popularity	route_ids_size	Reference	Target_molecules
[C:1](=[O:2])-[C;D3:3]:1:[C;D3:4](-[N;D2:5]-[C;D3:6]):[C;D3:7]:[C:8]:[N:9]:[C:10]:1>>[C:1](=[O:2])-[C;D3:3]:1:[C;D3:4](:[C;D3:7]:[C:8]:[N:9]:[C:10]:1)-[Cl;D1:11].[N;D1:5]-[C;D3:6]$[C:1](=[O:2])-[C;D3:3]:1:[C;D3:4](-[Cl;D1:5]):[C;D3:6]:[C:7]:[N:8]:[C:9]:1>>[Cl;D1:5]-[P;D4:11](=[O;D1:10])(-[Cl;D1:12])-[Cl;D1:13].[C:1](=[O:2])-[C;D3:3]:1:[C;D3:4](:[C;D3:6]:[C:7]:[N:8]:[C:9]:1)=[O;D1:14]$[C:1]-[C;D3:2](=[O:3])-[C;D3:4]:1:[C;D2:5]:[N;D2:6]:[C;D3:7](:[C;D3:8]):[C;D3:10](:[C;D2:9]):[C;D3:11]:1=[O;D1:12]>>[C:1]-[C;D3:2](=[O:3])-[C;D3:4](=[C;D2:5]-[N;D2:6]-[C;D3:7](:[C;D3:8]):[C;D2:10]:[C;D2:9])-[C;D3:11](=[O;D1:12])-[O;D2:15]-[C;D2:14]-[C:13]$[C:1]-[C;D3:2](=[O:3])-[C;D3:4](=[C;D2:5]-[N;D2:6]-[C;D3:7])-[C;D3:8](=[O:9])-[O:10]>>[C;D3:5](-[O;D2:13]-[C;D2:12]-[C:11])(-[O;D2:14]-[C;D2:15]-[C:16])-[O;D2:17]-[C;D2:18]-[C:19].[C:1]-[C;D3:2](=[O:3])-[C;D2:4]-[C;D3:8](=[O:9])-[O:10].[N;D1:6]-[C;D3:7]	1	1	1074	CCCC(=O)c1cnc2c(C)cccc2c1Nc1ccccc1OC
[C:1](=[O:2])-[C;D3:3]:1:[C;D3:4](-[N;D2:5]-[C;D3:6]):[C;D3:7]:[C:8]:[N:9]:[C:10]:1>>[C:1](=[O:2])-[C;D3:3]:1:[C;D3:4](:[C;D3:7]:[C:8]:[N:9]:[C:10]:1)-[Cl;D1:11].[N;D1:5]-[C;D3:6]$[C:1](=[O:2])-[C;D3:3]:1:[C;D3:4](-[Cl;D1:5]):[C;D3:6]:[C:7]:[N:8]:[C:9]:1>>[Cl;D1:5]-[P;D4:11](=[O;D1:10])(-[Cl;D1:12])-[Cl;D1:13].[C:1](=[O:2])-[C;D3:3]:1:[C;D3:4](:[C;D3:6]:[C:7]:[N:8]:[C:9]:1)=[O;D1:14]$[C:1]-[C;D3:2](=[O:3])-[C;D3:4]:1:[C;D2:5]:[N;D2:6]:[C;D3:7](:[C;D3:8]-[C:9](-[C:10])=[O:11]):[C;D3:13](:[C;D2:12]):[C;D3:14]:1=[O;D1:15]>>[C:1]-[C;D3:2](=[O:3])-[C;D3:4](=[C;D2:5]-[N;D2:6]-[C;D3:7](:[C;D3:8]-[C:9](-[C:10])=[O:11]):[C;D2:13]:[C;D2:12])-[C;D3:14](=[O;D1:15])-[O;D2:18]-[C;D2:17]-[C:16]$[C:1](=[O:2])-[C;D3:3](=[C;D2:4]-[N;D2:5]-[C;D3:6])-[C:7](=[O:8])-[O:9]>>[C:1](=[O:2])-[C;D3:3](=[C;D2:4]-[O;D2:12]-[C;D2:11]-[C:10])-[C:7](=[O:8])-[O:9].[N;D1:5]-[C;D3:6]	1	1	4376	CCCC(=O)c1cnc2c(C(C)=O)cccc2c1Nc1ccc(O)cc1C
[C:1]-[C;D3:2](-[C;D2:3]=[C;D2:4]-[C;D2:5]=[O:6])=[C:7](-[C:8])-[C:9]>>[C:1]-[C;D3:2](-[C;D2:3]=[O;D1:10])=[C:7](-[C:8])-[C:9].[C;D2:4](-[C;D2:5]=[O:6])=[P;D4:15](-[C;D3:14]:1:[C:13]:[C:12]:[C:11]:[C:29]:[C:28]:1)(-[C;D3:16]:2:[C:17]:[C:18]:[C:19]:[C:20]:[C:21]:2)-[C;D3:22]:3:[C:23]:[C:24]:[C:25]:[C:26]:[C:27]:3$[N:1]:[C;D3:3](:[N:2])-[C;D3:4](-[C;D2:5]=[O;D1:6])=[C;D3:7](-[C:8])-[C:9]>>[C;D2:5](=[O;D1:6])-[O;D2:12]-[C;D2:11]-[C:10].[N:1]:[C;D3:3](:[N:2])-[C;D2:4]=[C;D3:7](-[C:8])-[C:9]$[N:1]:[C;D3:3](:[N:2])-[C;D2:4]=[C;D3:5](-[C;D3:6])-[C;D3:7]>>[N:1]:[C;D3:3](:[N:2])-[C;D2:4]-[C;D4:5](-[C;D3:6])(-[C;D3:7])-[O;D1:8]$[N:1]:[C;D3:3](:[N:2])-[C;D2:4]-[C;D4:5](-[O;D1:6])(-[C;D3:7])-[C;D3:8]>>[C;D3:5](=[O;D1:6])(-[C;D3:7])-[C;D3:8].[N:1]:[C;D3:3](:[N:2])-[C;D1:4]	1	1	465	Cn1nnnc1C(C=CC=O)=C(c1ccc(F)cc1)c1ccc(F)cc1
[C:1]-[C;D3:2](=[O:3])-[C;D2:4]-[C;D3:5](-[O;D1:6])-[C;D2:7]=[C:8]-[C:9]>>[C:1]-[C;D3:2](=[O:3])-[C;D1:4].[C;D2:5](=[O;D1:6])-[C;D2:7]=[C:8]-[C:9]$[C:1]-[C;D3:2](-[C;D2:3]=[C;D2:4]-[C;D2:5]=[O:6])=[C:7](-[C:8])-[C:9]>>[C:1]-[C;D3:2](-[C;D2:3]=[O;D1:10])=[C:7](-[C:8])-[C:9].[C;D2:4](-[C;D2:5]=[O:6])=[P;D4:15](-[C;D3:14]:1:[C:13]:[C:12]:[C:11]:[C:29]:[C:28]:1)(-[C;D3:16]:2:[C:17]:[C:18]:[C:19]:[C:20]:[C:21]:2)-[C;D3:22]:3:[C:23]:[C:24]:[C:25]:[C:26]:[C:27]:3$[N:1]:[C;D3:3](:[N:2])-[C;D3:4](-[C;D2:5]=[O;D1:6])=[C;D3:7](-[C:8])-[C:9]>>[C;D2:5](=[O;D1:6])-[O;D2:12]-[C;D2:11]-[C:10].[N:1]:[C;D3:3](:[N:2])-[C;D2:4]=[C;D3:7](-[C:8])-[C:9]$[N:1]:[C;D3:3](:[N:2])-[C;D2:4]=[C;D3:5](-[C;D3:6])-[C;D3:7]>>[N:1]:[C;D3:3](:[N:2])-[C;D2:4]-[C;D4:5](-[C;D3:6])(-[C;D3:7])-[O;D1:8]	1	1	465	CCOC(=O)CC(=O)CC(O)C=CC(=C(c1ccc(F)cc1)c1ccc(F)cc1)c1nnnn1C
[C:1]-[C;D3:2](=[O:3])-[C;D3:4](-[O;D2:5])-[N;D3:6]:1:[C;D2:7]:[N:8]:[C:9]:[N;D2:10]:1>>[C:1]-[C;D3:2](=[O:3])-[C;D3:4](-[O;D2:5])-[Br;D1:11].[N;D2:6]:1:[C;D2:7]:[N:8]:[C:9]:[N;D2:10]:1$[C:1]-[C;D3:2](=[O:3])-[C;D3:4](-[Br;D1:5])-[O;D2:6]>>[Br;D1:5]-[Br;D1:7].[C:1]-[C;D3:2](=[O:3])-[C;D2:4]-[O;D2:6]$[C:1]-[C;D3:2](=[O:3])-[C;D2:4]-[O;D2:5]-[C;D3:6]>>[C:1]-[C;D3:2](=[O:3])-[C;D2:4]-[Br;D1:7].[O;D1:5]-[C;D3:6]$[C:1]-[C;D3:2](=[O:3])-[C;D2:4]-[Br;D1:5]>>[Br;D1:5]-[Br;D1:6].[C:1]-[C;D3:2](=[O:3])-[C;D1:4]	1	1	945	CC(C)(CF)C(=O)C(Oc1ccc(Cl)cc1Cl)n1cncn1
[C:1]-[C;D3:2](=[O:3])-[O;D1:4]>>[C:1]-[C;D3:2](=[O:3])-[O;D2:4]-[C;D1:5]$[C;D2:1]-[C;D4:2]-1(-[C;D2:3])-[C;D2:4]-[C;D2:5]-1>>[C;D2:1]-[C;D3:2](-[C;D2:3])=[C;D1:5].[C;D1:4]=[N;D2+:7]=[N;D1-:6]$[C;D1:1]=[C;D3:2](-[C;D2:3])-[C;D2:4]>>[C;D3:2](-[C;D2:3])(-[C;D2:4])=[O;D1:5].[C;D1:1]-[P;D4+:10](-[C;D3:9]:1:[C:8]:[C:7]:[C:6]:[C:24]:[C:23]:1)(-[C;D3:11]:2:[C:12]:[C:13]:[C:14]:[C:15]:[C:16]:2)-[C;D3:17]:3:[C:18]:[C:19]:[C:20]:[C:21]:[C:22]:3$[C;D1:1]-[O;D2:2]-[C;D3:3](=[O:4])-[C:5]>>[C;D1:1]-[I;D1:6].[O;D1:2]-[C;D3:3](=[O:4])-[C:5]	1	1	2845	CC(C)(C)OC(=O)N1CCC2(CC2)C[C@@H]1C(=O)O
[C:1]-[C;D3:2](=[O:3])-[O;D1:4]>>[C:1]-[C;D3:2](=[O:3])-[O;D2:4]-[C;D1:5]$[C;D3:1]-[C;D3:2]:1:[N;D2:3]:[O;D2:4]:[C;D3:5](=[O;D1:6]):[N;D2:7]:1>>[C;D3:1]-[C;D3:2](-[N;D2:3]-[O;D1:4])=[N;D1:7].[C;D3:5](=[O;D1:6])(-[N;D3:10]:1:[C;D2:9]:[C:8]:[N:17]:[C;D2:16]:1)-[N;D3:11]:2:[C;D2:12]:[C:13]:[N:14]:[C;D2:15]:2$[C;D3:1]-[C;D3:2](=[N;D1:3])-[N;D2:4]-[O;D1:5]>>[C;D3:1]-[C;D2:2]#[N;D1:3].[N;D1:4]-[O;D1:5]$[C;D3:1]-[C;D2:2]#[N;D1:3]>>[C;D3:1]-[C;D3:2](-[N;D1:3])=[O;D1:4]	1	1	2920	O=C(O)C1CCC(c2noc(=O)[nH]2)CC1
[C:1]-[C;D3:2](=[O:3])-[O;D1:4]>>[C:1]-[C;D3:2](=[O:3])-[O;D2:4]-[C;D1:5]$[O:1]-[C;D3:2](=[O:3])-[C;D3:4]:1:[C;D3:5](-[C;D1:6]):[O;D2:7]:[N;D2:8]:[C;D3:9]:1-[C;D3:10]>>[O;D1:7]-[N;D2:8]=[C;D3:9](-[C;D3:10])-[Cl;D1:11].[O:1]-[C;D3:2](=[O:3])-[C;D2:4]#[C;D2:5]-[C;D1:6]$[N;D2:1]=[C;D3:2](-[Cl;D1:3])-[C;D3:4]>>[Cl;D1:3]-[N;D3:11]-1-[C;D3:6](=[O:5])-[C:7]-[C:8]-[C;D3:9]-1=[O:10].[N;D2:1]=[C;D2:2]-[C;D3:4]$[O;D1:1]-[N;D2:2]=[C;D2:3]-[C;D3:4]>>[C;D2:3](-[C;D3:4])=[O;D1:5].[O;D1:1]-[N;D1:2]	1	1	997	Cc1onc(-c2c(F)cccc2F)c1C(=O)O
[C:1]-[C;D3:2](=[O:3])-[O;D1:4]>>[C:1]-[C;D3:2](=[O:3])-[O;D2:4]-[C;D1:5]$[O:1]-[C;D3:2](=[O:3])-[C;D3:4]:1:[C;D3:5](-[C;D3:6]):[N;D2:7]:[C;D3:8](-[C;D1:9]):[S;D2:10]:1>>[O:1]-[C;D3:2](=[O:3])-[C;D3:4](-[C;D3:5](-[C;D3:6])=[O;D1:11])-[Cl;D1:12].[N;D1:7]-[C;D3:8](-[C;D1:9])=[S;D1:10]$[O:1]-[C;D3:2](=[O:3])-[C;D3:4](-[Cl;D1:5])-[C;D3:6](=[O:7])-[C:8]>>[Cl;D1:5]-[S;D4:10](=[O;D1:9])(=[O;D1:11])-[Cl;D1:12].[O:1]-[C;D3:2](=[O:3])-[C;D2:4]-[C;D3:6](=[O:7])-[C:8]$[O;D2:1]-[C;D3:2](=[O;D1:3])-[C;D2:4]-[C;D3:5](=[O:6])-[C:7]>>[O;D2:1]-[C;D3:2](=[O;D1:3])-[O;D2:9]-[C;D1:8].[C;D1:4]-[C;D3:5](=[O:6])-[C:7]	1	1	1000	Cc1nc(-c2ccc(F)cc2)c(C(=O)O)s1
[C:1]-[C;D3:2](=[O:3])-[O;D1:4]>>[C:1]-[C;D3:2](=[O:3])-[O;D2:4]-[C;D2:6]-[C;D1:5]$[N:1]:[C:2](:[C;D3:3]-[O;D2:4]-[C;D2:5]-[C;D3:6]):[N:7]>>[C;D2:5](-[C;D3:6])-[Br;D1:8].[N:1]:[C:2](:[C;D3:3]-[O;D1:4]):[N:7]$[N:1]:[C:2](:[C;D3:3]-[O;D1:4]):[N:5]>>[N:1]:[C:2](:[C;D3:3]-[O;D2:4]-[C;D2:10]-[C;D3:9]:1:[C:8]:[C:7]:[C:6]:[C:12]:[C:11]:1):[N:5]$[C;D2:1]:[C;D3:2](-[C;D1:3]):[C;D2:4]:[N:5]>>[C;D2:1]:[C;D3:2](:[C;D2:4]:[N:5])-[Br;D1:6].[C;D1:3]-[B;D3:13]-1-[O;D2:12]-[B:10](-[O:9]-[B:8](-[C:7])-[O;D2:14]-1)-[C:11]	1	1	132	Cc1cc(OCc2c(F)ccc(F)c2F)c2nc(C)c(C(=O)O)n2c1
[C:1]-[C;D3:2](=[O:3])-[O;D1:4]>>[C:1]-[C;D3:2](=[O:3])-[O;D2:4]-[C;D2:6]-[C;D1:5]$[O:1]-[C:2](=[O:3])-[C;D3:4](=[N:5])-[C;D3:6]:1:[C;D2:7]:[S;D2:8]:[C;D3:9](-[N;D1:10]):[N;D2:11]:1>>[O:1]-[C:2](=[O:3])-[C;D3:4](=[N:5])-[C;D3:6](-[C;D2:7]-[Cl;D1:13])=[O;D1:12].[S;D1:8]=[C;D3:9](-[N;D1:10])-[N;D1:11]$[C:1]-[C;D3:2](=[O:3])-[C;D2:4]-[Cl;D1:5]>>[Cl;D1:5]-[S;D4:7](=[O;D1:6])(=[O;D1:8])-[Cl;D1:9].[C:1]-[C;D3:2](=[O:3])-[C;D1:4]$[C:1]=[N;D2:2]-[O;D2:3]-[C;D2:4]-[C;D3:5]>>[C;D2:4](-[C;D3:5])-[Br;D1:6].[C:1]=[N;D2:2]-[O;D1:3]	1	1	61	CC(C)CON=C(C(=O)O)c1csc(N)n1
