Composite_rule	popularity	route_ids_size	Reference	Target_molecules
[C;D3:1]:[C;D3:2](-[C;D3:3](:[C;D3:4]):[C;D2:5]):[C;D2:6]>>[C;D3:1]:[C;D3:2](:[C;D2:6])-[B;D3:11]-1-[O;D2:10]-[C:8](-[C:7])(-[C:9])-[C:13](-[O;D2:12]-1)(-[C:14])-[C:15].[C;D3:3](:[C;D3:4])(:[C;D2:5])-[Cl;D1:16]$[O;D2:1]-[B;D3:2](-[C;D3:3](:[C;D3:4]):[C;D2:5])-[O;D2:6]>>[C;D3:3](:[C;D3:4])(:[C;D2:5])-[Br;D1:7].[O;D2:1]-[B;D3:2](-[O;D2:6])-[B;D3:12]-1-[O;D2:11]-[C:9](-[C:8])(-[C:10])-[C:14](-[O;D2:13]-1)(-[C:15])-[C:16]	2	2	229,3809	O=C1CCc2c1cccc2-c1ccccc1[N+](=O)[O-]
[C;D3:1]:[C;D3:2](-[C;D3:3]:1:[C;D2:4]:[C:5]:[N:6]:[C:7]:[C;D2:8]:1):[C;D3:9]>>[C;D3:1]:[C;D3:2](:[C;D3:9])-[Br;D1:10].[C;D3:3]:1(:[C;D2:4]:[C:5]:[N:6]:[C:7]:[C;D2:8]:1)-[B;D3:12](-[O;D1:11])-[O;D1:13]$[C;D3:1]:[C;D3:2](-[Br;D1:3]):[C;D3:4]>>[Br;D1:3]-[N;D3:11]-1-[C;D3:6](=[O:5])-[C:7]-[C:8]-[C;D3:9]-1=[O:10].[C;D3:1]:[C;D2:2]:[C;D3:4]	2	2	2645,7867	Cc1cc(N)c2c(c1-c1ccncc1)CCO2,Cc1cc(N)c2c(c1-c1ccncc1)C[C@@H](C)O2
[C;D3:1]:[C;D3:2](-[C;D3:3]:1:[C;D2:4]:[C:5]:[N:6]:[C:7]:[N;D2:8]:1):[C;D2:9]>>[C;D3:1]:[C;D3:2](:[C;D2:9])-[B;D3:14]-1-[O;D2:13]-[C:11](-[C:10])(-[C:12])-[C:16](-[O;D2:15]-1)(-[C:17])-[C:18].[C;D3:3]:1(:[C;D2:4]:[C:5]:[N:6]:[C:7]:[N;D2:8]:1)-[Cl;D1:19]$[O;D2:1]-[B;D3:2](-[C;D3:3](:[C;D3:4]):[C;D2:5])-[O;D2:6]>>[C;D3:3](:[C;D3:4])(:[C;D2:5])-[Br;D1:7].[O;D2:1]-[B;D3:2](-[O;D2:6])-[B;D3:12]-1-[O;D2:11]-[C:9](-[C:8])(-[C:10])-[C:14](-[O;D2:13]-1)(-[C:15])-[C:16]	2	2	721,4091	O=[N+]([O-])c1ccc(N2CCCCC2)cc1-c1cc(Cl)ncn1
[C;D3:1]:[C;D3:2](-[Cl;D1:3]):[N;D2:4]:[C;D2:5]:[C:6]>>[Cl;D1:3]-[P;D4:8](=[O;D1:7])(-[Cl;D1:9])-[Cl;D1:10].[C;D3:1]:[C;D2:2]:[N;D3+:4](:[C;D2:5]:[C:6])-[O;D1-:11]$[C:1]:[C;D2:2]:[N;D3+:3](-[O;D1-:4]):[C;D2:5]:[C:6]>>[O;D1:4]-[O;D2:9]-[C;D3:8](=[O:7])-[C:10]:1:[C:11]:[C:12]:[C:13]:[C:14](-[Cl:15]):[C:16]:1.[C:1]:[C;D2:2]:[N;D2:3]:[C;D2:5]:[C:6]	2	2	81,1199	Cc1ccc2c(Cl)nccc2c1[N+](=O)[O-]
[C;D3:1]:[C;D3:2](-[N;D1:3]):[N;D2:4]:[C:5]:[C:6]>>[C;D3:1]:[C;D3:2](:[N;D2:4]:[C:5]:[C:6])-[Cl;D1:7].[N;D0:3]$[C;D3:1]:[C;D3:2](-[Cl;D1:3]):[N;D2:4]:[C:5]:[C:6]>>[Cl;D1:3]-[P;D4:8](=[O;D1:7])(-[Cl;D1:9])-[Cl;D1:10].[C;D3:1]:[C;D3:2](:[N;D2:4]:[C:5]:[C:6])=[O;D1:11]	2	2	14,2806	N#Cc1cc(-c2ccncn2)c(-c2ccco2)nc1N
[C;D3:1]:[C;D3:2](-[N;D2:3]-[C;D3:4]):[C;D3:5]>>[C;D3:1]:[C;D3:2](:[C;D3:5])-[F;D1:6].[N;D1:3]-[C;D3:4]$[C;D3:1]:[C;D3:2](-[N;D3:3](-[C;D2:4])-[C;D2:5]):[C;D3:6]>>[C;D3:1]:[C;D3:2](:[C;D3:6])-[F;D1:7].[N;D2:3](-[C;D2:4])-[C;D2:5]	2	2	1641,4765	Cc1c(NC2CC2)c([N+](=O)[O-])c(Cl)c(F)c1N1CCN(C)CC1,CCc1c(NC2CC2)c([N+](=O)[O-])cc(F)c1N1CCN(C)CC1
[C;D3:1]:[C;D3:2](-[N;D2:3]-[C;D3:4]):[N;D2:5]>>[C;D3:1]:[C;D3:2](:[N;D2:5])-[Cl;D1:6].[N;D1:3]-[C;D3:4]$[C;D3:1]:[C;D3:2](-[Cl;D1:3]):[N;D2:4]>>[Cl;D1:3]-[P;D4:6](=[O;D1:5])(-[Cl;D1:7])-[Cl;D1:8].[C;D3:1]:[C;D3:2](:[N;D2:4])=[O;D1:9]	2	2	259,6374	COc1ccc2c(-c3ccccc3)nnc(NC3CCN(Cc4ccc5ccccc5c4)CC3)c2c1,COc1cc(OC)c2c(Cc3ccccc3)nnc(NC3CCN(Cc4ccc5ccccc5c4)CC3)c2c1
[C;D3:1]:[C;D3:2](-[N;D3+:3](=[O;D1:4])-[O;D1-:5]):[C;D2:6]>>[N;D3+:3](-[O;D1:4])(-[O;D1-:5])=[O;D1:7].[C;D3:1]:[C;D2:2]:[C;D2:6]$[C;D1:1]-[C;D3:2](=[O;D1:3])-[C;D3:4](:[C;D2:5]):[C;D2:6]>>[C;D1:1]-[C;D3:2](=[O;D1:3])-[Cl;D1:7].[C;D2:4](:[C;D2:5]):[C;D2:6]	2	2	955,8981	CC(=O)c1cc([N+](=O)[O-])c(O)c(C(C)(C)C)c1
[C;D3:1]:[C;D3:2](-[N;D3+:3](=[O;D1:4])-[O;D1-:5]):[C;D2:6]>>[N;D3+:3](-[O;D1:4])(-[O;D1-:5])=[O;D1:7].[C;D3:1]:[C;D2:2]:[C;D2:6]$[C;D3:1]-[C;D2:2]-[O;D2:3]-[C;D3:4]>>[C;D3:1]-[C;D2:2]-[Cl;D1:5].[O;D1:3]-[C;D3:4]	2	2	200,5275	COc1cc(Cl)c([N+](=O)[O-])cc1OCc1c(OC)ccc(F)c1F
[C;D3:1]:[C;D3:2](-[N;D3+:3](=[O;D1:4])-[O;D1-:5]):[C;D2:6]>>[N;D3+:3](-[O;D1:4])(-[O;D1-:5])=[O;D1:7].[C;D3:1]:[C;D2:2]:[C;D2:6]$[O;D2:1]-[C;D3:2](=[O;D1:3])-[O;D2:4]-[C;D3:5]>>[O;D2:1]-[C;D3:2](=[O;D1:3])-[Cl;D1:6].[O;D1:4]-[C;D3:5]	2	2	2440,7013	COC(=O)Oc1cc([N+](=O)[O-])c(F)cc1C1(C)CCCCC1,COC(=O)Oc1cc([N+](=O)[O-])c(Br)cc1C
[C;D3:1]:[C;D3:2]:1:[C;D3:3](:[C;D2:4]):[N;D2:5]:[N;D2:6]:[N;D2:7]:1>>[N;D2:6](=[O;D1:8])-[O;D1:9].[C;D3:1]:[C;D3:2](:[C;D3:3](:[C;D2:4])-[N;D1:5])-[N;D1:7]$[C;D3:1]-[N;D1:2]>>[C;D3:1]-[N;D3+:2](=[O;D1:3])-[O;D1-:4]	2	2	1109,8603	Cc1ccc(S(=O)(=O)n2ccc3c(-c4ccc5[nH]nnc5c4Oc4ccc(F)cc4F)cn(C)c(=O)c32)cc1,COC(=O)c1ccc2nn[nH]c2c1C
[C;D3:1]:[C;D3:3](:[C;D2:2])-[C;D3:4](:[C;D2:5]):[C;D2:6]>>[C;D3:1]:[C;D3:3](:[C;D2:2])-[Br;D1:7].[C;D3:4](:[C;D2:5])(:[C;D2:6])-[B;D3:13]-1-[O;D2:12]-[C:11]-[C:9](-[C:8])(-[C:10])-[C:15]-[O;D2:14]-1$[O;D2:1]-[B;D3:2](-[C;D3:3](:[C;D2:4]):[C;D2:5])-[O;D2:6]>>[C;D3:3](:[C;D2:4])(:[C;D2:5])-[Br;D1:7].[O;D2:1]-[B;D3:2](-[O;D2:6])-[B;D3:13]-1-[O;D2:12]-[C:11]-[C:9](-[C:8])(-[C:10])-[C:15]-[O;D2:14]-1	2	2	106,1036	N#Cc1ccccc1-c1cc(F)cc([N+](=O)[O-])c1,N#Cc1ccccc1-c1ccc(-n2cccn2)c(N)c1
[C;D3:1]:[C;D3:3](:[C;D2:2])-[Cl;D1:4]>>[C;D3:1]:[C;D3:3](:[C;D2:2])-[N;D1:5].[Cl;D1:4]-[Cu;D1:6]$[C;D3:1]-[N;D1:2]>>[C;D3:1]-[N;D3+:2](=[O;D1:3])-[O;D1-:4]	2	2	477,5674	COc1ccc(Oc2cc(Br)c(F)cc2Cl)cc1,COc1cccc(Oc2cc(Br)c(F)cc2Cl)c1
[C;D3:1]:[C;D3:3](:[C;D2:2])-[N;D1:4]>>[C;D3:1]:[C;D3:3](:[C;D2:2])-[F;D1:5].[N;D0:4]$[C;D3:1]:[C;D3:2](-[O;D2:3]-[C;D2:4]):[C;D2:5]>>[C;D3:1]:[C;D3:2](:[C;D2:5])-[F;D1:6].[O;D1:3]-[C;D2:4]	2	2	1259,7262	N#Cc1c(N)cccc1OCC1(C(=O)NC2CCCC2)CCCNC1=O,N#Cc1c(N)cccc1OCC1(C(=O)NC2CCCCC2)CCCNC1=O
[C;D3:1]:[C;D3:4]:1:[C;D3:3](:[C;D2:2]):[N;D2:7]:[C;D2:6]:[N;D2:5]:1>>[C;D2:6](=[O;D1:8])-[O;D1:9].[C;D3:1]:[C;D3:4](:[C;D3:3](:[C;D2:2])-[N;D1:7])-[N;D1:5]$[C;D3:1]-[N;D1:2]>>[C;D3:1]-[N;D3+:2](=[O;D1:3])-[O;D1-:4]	2	2	422,2335	Clc1cc(Br)cc(Oc2c(Cl)ccc3[nH]cnc23)c1,Cc1c([N+](=O)[O-])ccc2nc[nH]c12
[C;D3:1]:[C;D3:4]:1:[C;D3:3](:[C;D2:2]):[O;D2:7]:[C;D2:6]:[N;D2:5]:1>>[C;D3:6](-[O;D2:10]-[C;D2:9]-[C:8])(-[O;D2:11]-[C;D2:12]-[C:13])-[O;D2:14]-[C;D2:15]-[C:16].[C;D3:1]:[C;D3:4](:[C;D3:3](:[C;D2:2])-[O;D1:7])-[N;D1:5]$[C;D3:1]-[N;D1:2]>>[C;D3:1]-[N;D3+:2](=[O;D1:3])-[O;D1-:4]	2	2	171,525	CCc1c(NC(=O)C(F)(F)F)ccc2ocnc12,Cc1c(NC(=O)C(F)(F)F)ccc2ocnc12
[C;D3:1]:[C;D3:5](:[N;D2:4]:[C:3]:[C:2])=[O;D1:6]>>[C;D3:1]:[C;D3:5](:[N;D2:4]:[C:3]:[C:2])-[O;D2:6]-[C;D1:7]$[C:1](:[N:2]):[C;D3:3]-[C;D3:4]:1:[N;D2:5]:[C;D3:6](:[C;D3:7]):[C;D3:9](:[C;D2:8]):[N;D2:10]:1>>[C:1](:[N:2]):[C;D3:3]-[C;D2:4]=[O;D1:11].[N;D1:5]-[C;D3:6](:[C;D3:7]):[C;D3:9](:[C;D2:8])-[N;D1:10]	2	2	136,753	Cc1c2c(cc3[nH]c(-c4c(Cl)cc[nH]c4=O)nc13)C(=O)N(CCN(C)C)C2=O
[C;D4:1]-[C;D2:2]-[C;D2:3]#[N;D1:4]>>[C;D4:1]-[C;D2:2]-[O;D2:9]-[S;D4:6](-[C:5])(=[O:7])=[O:8].[C;D1:3]#[N;D1:4]$[C;D2:1]-[O;D2:2]-[S;D4:3](-[C;D1:4])(=[O;D1:5])=[O;D1:6]>>[S;D4:3](-[C;D1:4])(=[O;D1:5])(=[O;D1:6])-[Cl;D1:7].[C;D2:1]-[O;D1:2]	2	2	251,1549	CC1(CC#N)CCN(C(=O)OC(C)(C)C)CC1,CC(C)(C)[Si](C)(C)OC[C@H]1C[C@]1(CC#N)c1ccccn1
[C;D4:1]-[C;D2:2]-[N;D2:3]=[N;D2+:4]>>[C;D4:1]-[C;D2:2]-[O;D2:9]-[S;D4:6](-[C:5])(=[O:7])=[O:8].[N;D1-:3]=[N;D2+:4]$[C;D2:1]-[O;D2:2]-[S;D4:3](-[C;D1:4])(=[O;D1:5])=[O;D1:6]>>[S;D4:3](-[C;D1:4])(=[O;D1:5])(=[O;D1:6])-[Cl;D1:7].[C;D2:1]-[O;D1:2]	2	2	617,9269	CC(C)(C)OC(=O)N1CCC(CN=[N+]=[N-])(C2CCCCC2)CC1,CC(O)(CN=[N+]=[N-])c1cc(Br)ncc1F
[C;D4:1]-[C;D2:2]=[O;D1:3]>>[C;D4:1]-[C;D2:2]-[O;D1:3]$[C;D4:1]-[C;D2:2]-[O;D1:3]>>[C;D4:1]-[C;D3:2](=[O;D1:3])-[O;D2:6]-[C;D2:5]-[C:4]	2	2	155,1767	CC(C)(C=O)CCCO[Si](C)(C)C(C)(C)C,CC(C)(C)OC(=O)N1CC(Cc2ccccc2)C(F)(C=O)C1
[C;D4:1]-[C;D3:2](-[N;D1:3])=[O;D1:4]>>[O;D1:4]-[S;D4:6](=[O;D1:5])(=[O;D1:7])-[O;D1:8].[C;D4:1]-[C;D2:2]#[N;D1:3]$[C;D3:1]-[N;D2:2]-[C;D4:3](-[C;D2:4]#[N;D1:5])(-[C;D2:6])-[C;D2:7]>>[C;D2:4](#[N;D1:5])-[Si;D4:9](-[C;D1:8])(-[C;D1:10])-[C;D1:11].[C;D3:3](-[C;D2:6])(-[C;D2:7])=[O;D1:12].[C;D3:1]-[N;D1:2]	2	2	189,4480	Cc1cccc(NC2(C(N)=O)CCN(Cc3ccccc3)CC2)c1
[C;D4:1]-[C;D3:2](=[N;D1:3])-[N;D2:4]-[O;D1:5]>>[C;D4:1]-[C;D2:2]#[N;D1:3].[N;D1:4]-[O;D1:5]$[C;D4:1]-[N;D2:2]-[C;D3:3](=[O;D1:4])-[O;D2:5]>>[C;D3:3](=[O;D1:4])(-[O;D2:5])-[Cl;D1:6].[C;D4:1]-[N;D1:2]	2	2	117,1203	CC(CS(C)(=O)=O)(NC(=O)OCc1ccccc1)C(=N)NO,CC(CC1CC1)(NC(=O)OCc1ccccc1)C(=N)NO
[C;D4:1]-[C;D3:2](=[O;D1:3])-[N;D2:4]-[C;D3:5]>>[C;D4:1]-[C;D3:2](=[O;D1:3])-[O;D1:6].[N;D1:4]-[C;D3:5]$[C:1]-[C;D3:2](=[O:3])-[O;D1:4]>>[C:1]-[C;D3:2](=[O:3])-[O;D2:4]-[C;D2:6]-[C;D1:5]	2	2	4951,8580	COCC1(C(=O)Nc2cccc(OC(=O)N(C)C)c2)CCN(C(=O)OC(C)(C)C)CC1,Cc1ccc(S(=O)(=O)N2CCC(F)(C(=O)Nc3ccc(OC(F)(F)F)cc3)CC2)cc1
[C;D4:1]-[Si;D4:2](-[C;D1:3])(-[C;D1:4])-[O;D2:5]-[C;D3:6]>>[C;D4:1]-[Si;D4:2](-[C;D1:3])(-[C;D1:4])-[Cl;D1:7].[O;D1:5]-[C;D3:6]$[C;D3:1]:[C;D3:2](-[N;D3:3](-[C;D2:4])-[C;D2:5]):[C;D2:6]>>[C;D3:1]:[C;D3:2](:[C;D2:6])-[F;D1:7].[N;D2:3](-[C;D2:4])-[C;D2:5]	2	2	2550,9961	CC(C)(C)[Si](C)(C)O[C@@H]1CCCN(c2ccc(C(F)(F)F)cc2[N+](=O)[O-])C1,CC(C)(C)[Si](C)(C)O[C@@H]1CCN(c2ccc([N+](=O)[O-])cc2F)C1
[Cl;D1:1]-[C;D2:2]-[C;D3:3]:[C:4]:[N:5]>>[Cl;D1:1]-[S;D3:7](=[O;D1:6])-[Cl;D1:8].[C;D2:2](-[C;D3:3]:[C:4]:[N:5])-[O;D1:9]$[O;D1:1]-[C;D2:2]-[C;D3:3]:[C:4]:[N:5]>>[O;D2:1](-[C;D3:2](-[C;D3:3]:[C:4]:[N:5])=[O;D1:7])-[C;D1:6]	2	2	748,5036	ClCc1ccc2nc(Br)nn2c1
[Cl;D1:1]-[C;D2:2]-[C;D3:3]>>[Cl;D1:1]-[S;D3:5](=[O;D1:4])-[Cl;D1:6].[C;D2:2](-[C;D3:3])-[O;D1:7]$[O;D1:1]-[C;D2:2]-[C;D3:3]>>[O;D1:1]=[C;D2:2]-[C;D3:3]	2	2	578,1834	ClCc1cc(Cl)c2c(c1)OCO2,ClCc1cc(Br)ccc1OCCN1CCCC1
[Cl;D1:1]-[C;D3:2]:1:[N;D2:3]:[C:4]:[N:5]:[C:6]:[C;D3:7]:1>>[C;D3:2]:1(:[N;D2:3]:[C:4]:[N:5]:[C:6]:[C;D3:7]:1)=[O;D1:8].[Cl;D0:1]$[O;D1:1]=[C;D3:2]:1:[N;D2:3]:[C;D2:4]:[N;D2:5]:[C;D3:6](:[C;D3:7]:1-[C;D2:8])-[C;D2:9]>>[O;D1:1]=[C;D3:2](-[C;D3:7](-[C;D3:6](-[C;D2:9])=[O;D1:13])-[C;D2:8])-[O;D2:12]-[C;D2:11]-[C:10].[N;D1:3]-[C;D2:4]=[N;D1:5]	2	2	1570,8281	Clc1ncnc2c1CCN(Cc1ccccc1)C2
[F:1]-[C;D4:2](-[F:3])(-[F:4])-[C;D4:5]-1(-[C;D3:6])-[C;D2:7]-[C;D3:8](-[C;D3:9])=[N;D2:10]-[O;D2:11]-1>>[C;D2:8](-[C;D3:9])=[N;D2:10]-[O;D1:11].[F:1]-[C;D4:2](-[F:3])(-[F:4])-[C;D3:5](-[C;D3:6])=[C;D1:7]$[O;D1:1]-[N;D2:2]=[C;D2:3]-[C;D3:4]>>[C;D2:3](-[C;D3:4])=[O;D1:5].[O;D1:1]-[N;D1:2]	2	2	7465,8417	FC(F)(F)C1(c2cc(Cl)cc(Cl)c2)CC(c2ccnc3c(Br)cccc23)=NO1,FC(F)(F)C1(c2cc(Cl)cc(Cl)c2)CC(c2ccc(Br)c3cnccc23)=NO1
[N:1]#[C;D2:2]-[C;D3:3](=[C;D2:4]-[C;D3:5])-[C;D3:6](=[O:7])-[N:8]>>[C;D2:4](-[C;D3:5])=[O;D1:9].[N:1]#[C;D2:2]-[C;D2:3]-[C;D3:6](=[O:7])-[N:8]$[C;D2:1]-[C;D3:2](=[O;D1:3])-[N;D3:4](-[C;D2:5])-[C;D3:6]>>[C;D2:1]-[C;D3:2](=[O;D1:3])-[O;D1:7].[N;D2:4](-[C;D2:5])-[C;D3:6]	2	2	594,5687	N#CC(=CC1CC1)C(=O)N1CCC[C@@H]1Cn1nc(-c2ccc(Oc3ccccc3)cc2F)c2c(N)ncnc21,N#CC(=CC1CC1)C(=O)N1CCC[C@@H]1Cn1nc(-c2ccc(Oc3cc(F)cc(F)c3)cc2)c2c(N)ncnc21
[N:1]#[C;D2:2]-[C;D3:3]:1:[C;D2:4]:[C;D3:5](-[C;D3:6]):[C;D3:7](-[C;D3:8]):[N;D2:9]:[C;D3:10]:1=[O;D1:11]>>[C;D2:4](=[C;D3:5](-[C;D3:6])-[C;D3:7](-[C;D3:8])=[O;D1:15])-[N;D3:13](-[C;D1:12])-[C;D1:14].[N:1]#[C;D2:2]-[C;D2:3]-[C;D3:10](-[N;D1:9])=[O;D1:11]$[N;D3:1]-[C;D2:2]=[C;D3:3](-[C;D3:4](=[O:5])-[C:6])-[C;D3:7]>>[N;D3:1]-[C;D3:2](-[O;D2:9]-[C;D1:8])-[O;D2:10]-[C;D1:11].[C;D2:3](-[C;D3:4](=[O:5])-[C:6])-[C;D3:7]	2	2	3337,8694	N#Cc1cc(-c2ccc(Cl)cc2)c(-c2ccccc2Cl)[nH]c1=O,N#Cc1cc(-c2ccc(F)cc2)c(-c2ccc(Cl)cc2Cl)[nH]c1=O
[N:1]#[C;D2:2]-[C;D3:3]:1:[C;D2:4]:[C;D3:5](:[C;D3:6](-[C;D2:7]):[N;D2:9]:[C;D3:10]:1=[O;D1:11])-[C;D3:8]>>[C;D2:4](=[C;D3:5](-[C;D3:6](-[C;D2:7])=[O;D1:15])-[C;D3:8])-[N;D3:13](-[C;D1:12])-[C;D1:14].[N:1]#[C;D2:2]-[C;D2:3]-[C;D3:10](-[N;D1:9])=[O;D1:11]$[N;D3:1]-[C;D2:2]=[C;D3:3](-[C;D3:4](=[O:5])-[C:6])-[C;D3:7]>>[N;D3:1]-[C;D3:2](-[O;D2:9]-[C;D1:8])-[O;D2:10]-[C;D1:11].[C;D2:3](-[C;D3:4](=[O:5])-[C:6])-[C;D3:7]	2	2	1323,6767	N#Cc1cc2c([nH]c1=O)CCc1ccccc1-2
[N:1]#[C;D2:2]-[C;D3:3]:1:[C;D3:4](-[S;D1:5]):[N;D2:6]:[C;D3:7](-[N;D1:8]):[C;D3:9](-[C;D2:10]#[N:11]):[C;D3:12]:1-[C;D3:13]>>[C;D2:7](#[N;D1:8])-[C;D3:9](-[C;D2:10]#[N:11])=[C;D2:12]-[C;D3:13].[N:1]#[C;D2:2]-[C;D2:3]-[C;D3:4](=[S;D1:5])-[N;D1:6]$[N:1]#[C;D2:2]-[C;D3:3](-[C;D2:4]#[N:5])=[C;D2:6]-[C;D3:7]>>[C;D2:6](-[C;D3:7])=[O;D1:8].[N:1]#[C;D2:2]-[C;D2:3]-[C;D2:4]#[N:5]	2	2	527,7346	N#Cc1c(N)nc(S)c(C#N)c1-c1ccc(OC2CCOC2)cc1,N#Cc1c(N)nc(S)c(C#N)c1-c1ccc(O[C@@H]2CCC[C@H]2O)cc1
[N:1]#[C;D2:2]-[C;D4:3](-[C;D3:4](:[N:5]):[S:6])(-[C;D2:7]-[C;D2:8])-[C;D2:10]-[C;D2:9]>>[C;D2:7](-[C;D2:8])-[Br;D1:11].[C;D2:9]-[C;D2:10]-[Br;D1:12].[N:1]#[C;D2:2]-[C;D2:3]-[C;D3:4](:[N:5]):[S:6]$[C;D2:1]-[C;D3:2]:1:[N;D2:3]:[C;D3:4](-[C;D3:5]):[C;D2:6]:[S;D2:7]:1>>[C;D3:4](-[C;D3:5])(-[C;D2:6]-[Br;D1:9])=[O;D1:8].[C;D2:1]-[C;D3:2](-[N;D1:3])=[S;D1:7]	2	2	115,4809	N#CC1(c2nc(-c3ccccc3)cs2)CCOCC1
[N:1]-[C;D3:2](=[O:3])-[C;D3:4]:1:[C;D3:5](-[N;D1:6]):[N;D3:7](-[C;D2:8]):[N;D2:9]:[N;D2:10]:1>>[N;D2:7](-[C;D2:8])=[N;D2+:9]=[N;D1-:10].[N:1]-[C;D3:2](=[O:3])-[C;D2:4]-[C;D2:5]#[N;D1:6]$[N;D2+:1]=[N;D2:2]-[C;D2:3]-[C;D3:4]>>[C;D2:3](-[C;D3:4])-[Br;D1:5].[N;D2+:1]=[N;D1-:2]	2	2	3616,4651	NC(=O)c1nnn(Cc2ccc(C(=O)c3ccc(Cl)cc3)c(Cl)c2)c1N,NC(=O)c1nnn(Cc2cc(C(Cl)=C(Cl)Cl)cc(C(Cl)=C(Cl)Cl)c2)c1N
[N:1]-[C;D3:9](-[N;D3:5](-[C;D3:3](-[C;D2:2])-[O;D1:4])-[C;D3:6](:[N:7]):[S:8])=[O:10]>>[N:1]-[C;D3:9](-[N;D2:5]-[C;D3:6](:[N:7]):[S:8])=[O:10].[C;D2:2]-[C;D2:3]=[O;D1:4]$[C;D1:1]-[N;D3:2](-[C;D2:3])-[C;D3:4](=[O;D1:5])-[N;D2:6]-[C;D3:7](:[N:8]):[S:9]>>[C;D2:4](=[O;D1:5])=[N;D2:6]-[C;D3:7](:[N:8]):[S:9].[C;D1:1]-[N;D2:2]-[C;D2:3]	2	2	2112,9397	CN1CCC(O)N(c2nnc(C(C)(C)C)s2)C1=O,CN1CCC(O)N(c2nnc(C3CC3)s2)C1=O
[N:1]:1:[C:2](:[C:3]):[N;D2:4]:[C;D3:5](-[Cl;D1:6]):[C;D2:7]:[C:8]:1>>[Cl;D1:6]-[P;D4:10](=[O;D1:9])(-[Cl;D1:11])-[Cl;D1:12].[N:1]:1:[C:2](:[C:3]):[N;D2:4]:[C;D3:5](:[C;D2:7]:[C:8]:1)=[O;D1:13]$[C:1]:1:[N;D2:2]:[N;D3:3]:2:[C;D3:4](:[C;D2:5]:1):[N;D2:6]:[C;D3:7](=[O;D1:8]):[C;D2:9]:[C;D3:10]:2-[C;D3:11]>>[C;D3:7](=[O;D1:8])(-[C;D2:9]-[C;D3:10](-[C;D3:11])=[O;D1:15])-[O;D2:14]-[C;D2:13]-[C:12].[C:1]:1:[N;D2:2]:[N;D2:3]:[C;D3:4](:[C;D2:5]:1)-[N;D1:6]	2	2	309,4869	Cc1cc2nc(Cl)cc(-c3ccc(F)c(F)c3)n2n1,Cc1cc2nc(Cl)cc(-c3cc(F)cc(F)c3)n2n1
[N:1]:1:[C:2]:[C;D2:3]:[C;D3:4]-2:[C;D3:5]:1-[C;D2:6]-[C;D3:7](-[C;D3:8])-[C;D3:9]-3-[C;D3:10](=[O:11])-[N:12]-[C;D3:13](=[O:14])-[C;D3:15]-2-3>>[N:1]:1:[C:2]:[C;D2:3]:[C;D2:4]:[C;D3:5]:1-[C;D2:6]=[C;D2:7]-[C;D3:8].[C;D2:9]=1-[C;D3:10](=[O:11])-[N:12]-[C;D3:13](=[O:14])-[C;D2:15]=1$[N:1]:[C;D3:3](:[C:2])-[C;D2:4]=[C;D2:5]-[C;D3:6]>>[N:1]:[C;D3:3](:[C:2])-[C;D2:4]=[O;D1:7].[C;D2:5](-[C;D3:6])-[P;D4+:12](-[C;D3:11]:1:[C:10]:[C:9]:[C:8]:[C:26]:[C:25]:1)(-[C;D3:13]:2:[C:14]:[C:15]:[C:16]:[C:17]:[C:18]:2)-[C;D3:19]:3:[C:20]:[C:21]:[C:22]:[C:23]:[C:24]:3	2	2	1371,9090	COCCCn1ccc2c1CC(c1ccccc1Cl)C1C(=O)NC(=O)C21,CCOCCOCCn1ccc2c1CC(c1ccccc1Cl)C1C(=O)NC(=O)C21
[N:1]:1:[C:2]:[C;D3:3](-[C;D3:4](=[O;D1:5])-[Cl;D1:6]):[C:7]:[N:8]:1>>[Cl;D1:6]-[S;D3:10](=[O;D1:9])-[Cl;D1:11].[N:1]:1:[C:2]:[C;D3:3](-[C;D3:4](=[O;D1:5])-[O;D1:12]):[C:7]:[N:8]:1$[C:1]-[C;D3:2](=[O:3])-[O;D1:4]>>[C:1]-[C;D3:2](=[O:3])-[O;D2:4]-[C;D2:6]-[C;D1:5]	2	2	1906,8289	Cn1c(-c2ccc(C(C)(C)C)cc2)c(C(=O)Cl)c(=O)n1-c1ccc(C#N)cc1
[N:1]:1:[C:2]:[C;D3:3](-[N;D2:4]-[C;D3:5](:[N;D2:6]:[C:7]):[N;D2:9]:[C:8]):[C:10]:[N:11]:1>>[C;D3:5](:[N;D2:6]:[C:7])(:[N;D2:9]:[C:8])-[Cl;D1:12].[N:1]:1:[C:2]:[C;D3:3](-[N;D1:4]):[C:10]:[N:11]:1$[N:1]:1:[C:2]:[C;D3:3](-[N;D1:4]):[C:5]:[N:6]:1>>[N:1]:1:[C:2]:[C;D3:3](-[N;D3+:4](=[O;D1:7])-[O;D1-:8]):[C:5]:[N:6]:1	2	2	5397,5960	CC1(C)OCC(Cn2cc(Nc3ncnc(N4CCN(c5ncc(Cc6ccccc6)cn5)CC4)n3)cn2)O1,CC(C)(C)OC(=O)N1CCO[C@H](Cn2cc(Nc3ncnc(Cl)n3)cn2)C1
