Composite_rule	popularity	route_ids_size	Reference	Target_molecules
[C:1]:[C:2]:[N;D2:3]:[C;D3:4](-[N;D3:5](-[C;D2:6])-[C;D2:7]):[C;D3:8]>>[C:1]:[C:2]:[N;D2:3]:[C;D3:4](:[C;D3:8])-[Cl;D1:9].[N;D2:5](-[C;D2:6])-[C;D2:7]$[C:1]:[C:2]:[N;D2:3]:[C;D3:4](-[Cl;D1:5]):[C;D3:6]>>[Cl;D1:5]-[P;D4:8](=[O;D1:7])(-[Cl;D1:9])-[Cl;D1:10].[C:1]:[C:2]:[N;D2:3]:[C;D3:4](:[C;D3:6])=[O;D1:11]$[O:1]-[C;D3:2](=[O:3])-[C;D3:4]:1:[C;D3:5](-[C;D1:6]):[N;D2:7]:[C;D3:8](=[O;D1:9]):[C;D3:10](-[C;D2:11]#[N:12]):[C;D2:13]:1>>[O:1]-[C;D3:2](=[O:3])-[C;D3:4](-[C;D3:5](-[C;D1:6])=[O;D1:17])=[C;D2:13]-[N;D3:15](-[C;D1:14])-[C;D1:16].[N;D1:7]-[C;D3:8](=[O;D1:9])-[C;D2:10]-[C;D2:11]#[N:12]	4	4	490,3907,4093,7570	CCOC(=O)c1cc(C#N)c(N2CCC(S(N)(=O)=O)CC2)nc1C,CCOC(=O)c1cc(C#N)c(N2CCC(c3nnc(Cc4ccccc4)[nH]3)CC2)nc1C,CCOC(=O)c1cc(C#N)c(N2CCNCC2)nc1C,CCOC(=O)c1cc(C#N)c(N2CC(CNC(=O)OC(C)(C)C)C2)nc1C
[C;D2:1]-[C;D2:2]-[N;D2:3]=[N;D2+:4]>>[C;D2:1]-[C;D2:2]-[O;D2:9]-[S;D4:6](-[C:5])(=[O:7])=[O:8].[N;D1-:3]=[N;D2+:4]$[C;D2:1]-[O;D2:2]-[S;D4:3](-[C;D1:4])(=[O;D1:5])=[O;D1:6]>>[S;D4:3](-[C;D1:4])(=[O;D1:5])(=[O;D1:6])-[Cl;D1:7].[C;D2:1]-[O;D1:2]$[C;D2:1]-[O;D1:2]>>[C;D2:1]-[O;D2:2]-[C;D3:6]-1-[C;D2:5]-[C:4]-[C:3]-[C:8]-[O;D2:7]-1	4	4	201,419,5354,8974	CCOC(=O)C(C)(CCCc1ccccc1)Cc1ccc(OCCN=[N+]=[N-])cc1,CCOC(=O)C(Cc1ccc(OCCN=[N+]=[N-])cc1)Oc1ccccc1,CCOC(=O)CSC(CCCCN=[N+]=[N-])CCCc1cccnc1,CCOC(=O)C(C)(Cc1ccc(OCCN=[N+]=[N-])cc1)Oc1ccc(C(C)C)cc1
[C;D2:1]-[C;D3:2]:1:[C;D2:3]:[C;D3:4](-[C;D3:5]):[N;D2:6]:[O;D2:7]:1>>[C;D3:4](-[C;D3:5])(=[N;D2:6]-[O;D1:7])-[Cl;D1:8].[C;D2:1]-[C;D2:2]#[C;D1:3]$[N;D2:1]=[C;D3:2](-[Cl;D1:3])-[C;D3:4]>>[Cl;D1:3]-[N;D3:11]-1-[C;D3:6](=[O:5])-[C:7]-[C:8]-[C;D3:9]-1=[O:10].[N;D2:1]=[C;D2:2]-[C;D3:4]$[O;D1:1]-[N;D2:2]=[C;D2:3]-[C;D3:4]>>[C;D2:3](-[C;D3:4])=[O;D1:5].[O;D1:1]-[N;D1:2]	4	4	448,918,4796,4835	O=[N+]([O-])c1c(Cl)nc2ccccc2c1NCc1cc(-c2ccc(F)cc2)no1,O=[N+]([O-])c1cnc2cccnc2c1NCc1cc(-c2ccc(F)cc2)no1,OCc1cc(-c2ccc(C(F)(F)F)cc2)no1
[C;D3:1]-[C;D2:2]-[N;D3:3](-[C;D2:4])-[C;D2:5]>>[C;D3:1]-[C;D2:2]=[O;D1:6].[N;D2:3](-[C;D2:4])-[C;D2:5]$[C;D3:1]-[C;D2:2]=[O;D1:3]>>[C;D3:1]-[C;D2:2]-[O;D1:3]$[C;D3:1]-[C;D2:2]-[O;D1:3]>>[C;D3:1]-[C;D3:2](=[O;D1:3])-[O;D2:6]-[C;D2:5]-[C:4]	4	4	1613,1823,9589,9853	CCOc1cc(CN2CCC(NC(=O)OC(C)(C)C)CC2)ccc1Cl,CCOc1cc(CN2CCC(Nc3nc4c([N+](=O)[O-])cccc4o3)CC2)cc(OCC)c1-n1cccc1,CCOc1cc(CN2CCC(Nc3nc4ccccc4n3C)CC2)ccc1Cl,CCOc1cc(CN2CCC(Nc3nc4cccc(S(=O)(=O)N5CCCC5)c4o3)CC2)cc(OCC)c1-n1cccc1
[N:1]:[C;D3:2](-[C;D3:3](-[C;D1:4])=[O;D1:5]):[C:6]>>[N:1]:[C;D3:2](-[C;D3:3](=[O;D1:5])-[N;D3:9](-[O;D2:8]-[C:7])-[C;D1:10]):[C:6].[C;D1:4]-[Mg;D1+:11]$[N:1]:[C;D3:2](-[C;D3:3](=[O;D1:4])-[N;D3:5](-[C;D1:6])-[O;D2:7]):[C:8]>>[N:1]:[C;D3:2](-[C;D3:3](=[O;D1:4])-[O;D2:10]-[C;D1:9]):[C:8].[N;D2:5](-[C;D1:6])-[O;D2:7]$[O:1]-[C;D3:2](=[O:3])-[C;D3:4]:1:[N;D2:5]:[N;D3:6](-[C;D3:7]):[C;D2:8]:[C;D3:9](-[O;D2:10]):[C;D3:11]:1=[O;D1:12]>>[C;D3:8](-[O;D2:14]-[C;D1:13])(-[O;D2:15]-[C;D1:16])-[N;D3:17](-[C;D1:18])-[C;D1:19].[O:1]-[C;D3:2](=[O:3])-[C;D3:4](=[N;D2:5]-[N;D2:6]-[C;D3:7])-[C;D3:11](-[C;D2:9]-[O;D2:10])=[O;D1:12]	4	4	10,826,971,4424	COc1cn(-c2cccc(C(F)(F)F)c2)nc(C(C)=O)c1=O,COc1cn(-c2ccc(I)cc2F)nc(C(C)=O)c1=O,COc1cn(-c2ccccc2OC(F)F)nc(C(C)=O)c1=O,COc1cn(-c2ccc(OCc3ccccc3)cc2F)nc(C(C)=O)c1=O
[O;D2:1]-[N;D3:2](-[C;D2:3])-[C;D3:4](=[O;D1:5])-[C;D2:6]=[C:7](-[O:8])-[C:9]>>[C;D3:4](=[O;D1:5])(-[C;D2:6]=[C:7](-[O:8])-[C:9])-[Cl;D1:10].[O;D2:1]-[N;D2:2]-[C;D2:3]$[O;D2:1]-[N;D2:2]-[C;D2:3]-[C;D3:4]>>[O;D2:1]-[N;D2:2]=[C;D2:3]-[C;D3:4]$[O;D2:1]-[N;D2:2]=[C;D2:3]-[C;D3:4]>>[C;D2:3](-[C;D3:4])=[O;D1:5].[O;D2:1]-[N;D1:2]	4	4	2013,6548,6739,9713	CON(Cc1ccc(F)cc1)C(=O)C=C1OC(C)(C)OC1=O,CON(Cc1ccc(C)c(F)c1)C(=O)C=C1OC(C)(C)OC1=O
[C:1]-[C;D3:2](=[O:3])-[O;D1:4]>>[C:1]-[C;D3:2](=[O:3])-[O;D2:4]-[C;D2:6]-[C;D1:5]$[O:1]-[C;D3:2](=[O:3])-[C;D3:4]:1:[C;D3:5](-[C;D1:6]):[N;D2:7]:[C;D3:8](:[C;D3:9]):[N;D3:12]:1:[C;D2:11]:[C:10]>>[O:1]-[C;D3:2](=[O:3])-[C;D3:4](-[C;D3:5](-[C;D1:6])=[O;D1:13])-[Cl;D1:14].[N;D1:7]-[C;D3:8](:[C;D3:9]):[N;D2:12]:[C;D2:11]:[C:10]$[C:1](:[N:2]):[C;D3:3]-[O;D2:4]-[C;D2:5]-[C;D3:6]>>[C;D2:5](-[C;D3:6])-[Br;D1:7].[C:1](:[N:2]):[C;D3:3]-[O;D1:4]	3	3	485,4381,5825	Cc1nc2c(OCc3c(F)cccc3F)cccn2c1C(=O)O,Cc1nc2c(OCC3CCCCC3)cccn2c1C(=O)O
[C:1]:1:[N;D2:2]:[C;D3:3](-[Br;D1:4]):[C;D3:5](:[C:6]:[N:7]):[N:8]:1>>[Br;D1:4]-[N;D3:15]-1-[C;D3:10](=[O:9])-[C:11]-[C:12]-[C;D3:13]-1=[O:14].[C:1]:1:[N;D2:2]:[C;D2:3]:[C;D3:5](:[C:6]:[N:7]):[N:8]:1$[C;D3:1]-[C;D3:2]:1:[N;D2:3]:[C;D2:4]:[C;D3:5]:2:[C;D3:6]:[N:7]:[C:8]:[C;D2:9]:[N;D3:10]:1:2>>[C;D3:1]-[C;D3:2](-[N;D2:3]-[C;D2:4]-[C;D3:5]:1:[C;D3:6]:[N:7]:[C:8]:[C;D2:9]:[N;D2:10]:1)=[O;D1:11]$[C;D3:1]-[C;D3:2](=[O;D1:3])-[N;D2:4]-[C;D2:5]>>[C;D3:1]-[C;D3:2](=[O;D1:3])-[O;D1:6].[N;D1:4]-[C;D2:5]	3	3	404,7396,9256	N#CC1CC(c2nc(Br)c3c(Cl)nccn23)CCN1C(=O)OCc1ccccc1,CC1(C)CC2CCC(c3nc(Br)c4c(Cl)nccn34)CN2C1=O,Cn1ncc2c1CCCC2c1nc(Br)c2c(Cl)nccn12
[C;D2:1]-[C;D2:2]-[O;D2:3]-[C;D3:4]>>[C;D2:1]-[C;D2:2]-[Br;D1:5].[O;D1:3]-[C;D3:4]$[C;D2:1]-[C;D2:2]-[Br;D1:3]>>[Br;D1:3]-[C;D4:5](-[Br;D1:4])(-[Br;D1:6])-[Br;D1:7].[C;D2:1]-[C;D2:2]-[O;D1:8]$[C;D2:1]-[O;D1:2]>>[C;D2:1]-[O;D2:2]-[Si;D4:7](-[C;D4:4](-[C:3])(-[C:5])-[C:6])(-[C;D1:8])-[C;D1:9]	3	3	1550,3748,9482	CCOC(=O)CCCOc1cccc(CCCCCCOc2cc(Br)cc(C(C)=O)c2)c1CCC(=O)OCC,CCOC(=O)CCCOc1cccc(CCCCCCOc2cc(I)cc(-c3cccc(F)c3)c2)c1CCC(=O)OCC,CCOC(=O)CCCOc1cccc(CCCCCCOc2cc(Br)cc(S(C)(=O)=O)c2)c1CCC(=O)OCC
[C;D2:1]-[N;D1:2]>>[C;D2:1]-[N;D2:2]=[N;D2+:4]=[N;D1-:3]$[C;D2:1]-[C;D2:2]-[N;D2:3]=[N;D2+:4]>>[C;D2:1]-[C;D2:2]-[O;D2:13]-[S;D4:10](-[C:9]:1:[C:8]:[C:7]:[C:6](-[C:5]):[C:15]:[C:14]:1)(=[O:11])=[O:12].[N;D1-:3]=[N;D2+:4]$[C:1]-[C:2]:1:[C:3]:[C:4]:[C;D3:5](-[S;D4:6](=[O;D1:7])(=[O;D1:8])-[O;D2:9]-[C;D2:10]):[C:11]:[C:12]:1>>[C:1]-[C:2]:1:[C:3]:[C:4]:[C;D3:5](-[S;D4:6](=[O;D1:7])(=[O;D1:8])-[Cl;D1:13]):[C:11]:[C:12]:1.[O;D1:9]-[C;D2:10]	3	3	1987,2531,2869	CC1(C)Oc2ccc(F)cc2CC1CCN,CC(C)(C)OC(=O)N(Cc1cc(CCN)ccc1Cl)C1CC1,CC(C)(C)OC(=O)Nc1cccc(CCN)n1
[C;D2:1]-[N;D1:2]>>[C;D2:1]-[N;D2:2]=[N;D2+:4]=[N;D1-:3]$[C;D3:1]-[C;D2:2]-[N;D2:3]=[N;D2+:4]>>[C;D3:1]-[C;D2:2]-[O;D2:13]-[S;D4:10](-[C:9]:1:[C:8]:[C:7]:[C:6](-[C:5]):[C:15]:[C:14]:1)(=[O:11])=[O:12].[N;D1-:3]=[N;D2+:4]$[C;D2:1]-[O;D2:2]-[S;D4:3](=[O;D1:4])(=[O;D1:5])-[C;D3:6]:1:[C:7]:[C:8]:[C:9](-[C:10]):[C:11]:[C:12]:1>>[S;D4:3](=[O;D1:4])(=[O;D1:5])(-[C;D3:6]:1:[C:7]:[C:8]:[C:9](-[C:10]):[C:11]:[C:12]:1)-[Cl;D1:13].[C;D2:1]-[O;D1:2]	3	3	838,948,2389	COc1cccc2c1NC(CN)CO2,CON=C1CN(C(=O)OCc2ccccc2)CC1CN,CCCCC[C@@H](C)C[C@H](CN)CC(=O)OC(C)(C)C
[C;D2:1]-[N;D1:2]>>[C;D2:1]-[N;D3:2]-1-[C;D3:4](=[O;D1:3])-[C;D3:5]:2:[C:6]:[C:7]:[C:8]:[C:9]:[C;D3:10]:2-[C;D3:11]-1=[O;D1:12]$[C;D2:1]-[C;D2:2]-[N;D3:3]-1-[C;D3:4](=[O:5])-[C:6]:[C:7]-[C;D3:8]-1=[O:9]>>[C;D2:1]-[C;D2:2]-[O;D2:14]-[S;D4:11](-[C:10])(=[O:12])=[O:13].[N;D2:3]-1-[C;D3:4](=[O:5])-[C:6]:[C:7]-[C;D3:8]-1=[O:9]$[C;D2:1]-[O;D2:2]-[S;D4:3](-[C;D1:4])(=[O;D1:5])=[O;D1:6]>>[S;D4:3](-[C;D1:4])(=[O;D1:5])(=[O;D1:6])-[Cl;D1:7].[C;D2:1]-[O;D1:2]	3	3	396,607,3322	CC(C)(C)OC(=O)C(C)(C)Oc1cccc(CCCN)c1,COc1ccc(-c2nc(OC)oc2-c2ccc(OCCN)cc2)cc1,CCNC(=O)c1ccc(-n2nnc(C(=O)NC3CC3)c2CCCN)cc1
[C;D2:1]-[N;D2:2]-[C;D3:3](=[O;D1:4])-[O;D2:5]>>[C;D3:3](=[O;D1:4])(-[O;D2:5])-[Cl;D1:6].[C;D2:1]-[N;D1:2]$[C;D2:1]-[N;D1:2]>>[C;D2:1]-[N;D2:2]=[N;D2+:4]=[N;D1-:3]$[C;D2:1]-[C;D2:2]-[N;D2:3]=[N;D2+:4]>>[C;D2:1]-[C;D2:2]-[Cl;D1:5].[N;D1-:3]=[N;D2+:4]	3	3	71,1573,2334	CCc1nc2c(C)cc(C)nc2n1-c1ccc(CCNC(=O)Oc2ccccc2)cc1,Cc1nn(-c2ccc(CCNC(=O)Oc3ccccc3)cc2)c(C)c1-c1ccccc1,CCc1nc(-c2ccccc2)cn1-c1ccc(CCNC(=O)Oc2ccccc2)cc1
[C;D2:1]-[N;D3:2](-[C;D3:3](=[O;D1:4])-[C;D3:5])-[C;D3:6]>>[C;D3:3](=[O;D1:4])(-[C;D3:5])-[O;D1:7].[C;D2:1]-[N;D2:2]-[C;D3:6]$[C;D3:1]-[C;D2:2]-[N;D2:3]-[C;D3:4]>>[C;D3:1]-[C;D2:2]=[O;D1:5].[N;D1:3]-[C;D3:4]$[C;D3:1]-[C;D2:2]=[O;D1:3]>>[C;D3:1]-[C;D2:2]-[O;D1:3]	3	3	48,4728,8835	CCOC(=O)[C@@H]1CN(C(=O)OC(C)(C)C)C[C@H]1CN(C(=O)c1ccc(OC)c(OCCCOC)c1)C(C)C
[C;D2:1]-[N;D3:2](-[C;D3:3]:1:[C;D3:4]:[C:5]:[N:6]:[C:7]:[C;D3:8]:1)-[C;D2:9]>>[C;D3:3]:1(:[C;D3:4]:[C:5]:[N:6]:[C:7]:[C;D3:8]:1)-[Cl;D1:10].[C;D2:1]-[N;D2:2]-[C;D2:9]$[C;D3:1]:1:[C:2]:[N:3]:[C:4]:[C;D3:5]:[C;D3:6]:1-[Cl;D1:7]>>[Cl;D1:7]-[P;D4:9](=[O;D1:8])(-[Cl;D1:10])-[Cl;D1:11].[C;D3:1]:1:[C:2]:[N:3]:[C:4]:[C;D3:5]:[C;D3:6]:1-[O;D1:12]$[C;D3:1]-[O;D1:2]>>[C;D3:1]-[O;D2:2]-[C;D1:3]	3	3	163,560,5563	CC1(NC(=O)OC(C)(C)C)CCCN(c2c([N+](=O)[O-])cnc3c2CCC3)C1,CC(C)(C)OC(=O)N[C@H]1CCCN(c2c([N+](=O)[O-])cnc3c2CCC3)C1,CC(C)(C)OC(=O)N[C@@H]1CN(c2c([N+](=O)[O-])cnc3c2CCC3)C[C@H](C2CC2)[C@H]1O
