Composite_rule	popularity	route_ids_size	Reference	Target_molecules
[C:1]-[C;D3:2](=[O:3])-[O;D1:4]>>[C:1]-[C;D3:2](=[O:3])-[O;D2:4]-[C;D1:5]$[C;D3:1]-[C;D3:2](-[C;D1:3])=[O;D1:4]>>[C;D3:1]-[C;D4:2]-1(-[C;D1:3])-[O;D2:4]-[C;D2:6]-[C;D2:5]-[O;D2:7]-1$[O:1]-[C;D3:2](=[O:3])-[C;D3:4]:1:[C;D2:5]:[O;D2:6]:[C;D3:7](-[C;D2:8]):[N;D2:9]:1>>[O:1]-[C;D3:2](=[O:3])-[C;D3:4]-1-[C;D2:5]-[O;D2:6]-[C;D3:7](-[C;D2:8])=[N;D2:9]-1$[O:1]-[C:2](=[O:3])-[C;D3:4]-1-[C;D2:5]-[O;D2:6]-[C;D3:7](-[C;D2:8])=[N;D2:9]-1>>[O:1]-[C:2](=[O:3])-[C;D3:4](-[C;D2:5]-[O;D1:6])-[N;D2:9]-[C;D3:7](-[C;D2:8])=[O;D1:10]$[O:1]-[C:2](=[O:3])-[C;D3:4]-[N;D2:5]-[C;D3:6](=[O;D1:7])-[C;D2:8]>>[C;D3:6](=[O;D1:7])(-[C;D2:8])-[O;D1:9].[O:1]-[C:2](=[O:3])-[C;D3:4]-[N;D1:5]	1	1	2217	CC(=O)c1cccc(Cc2nc(C(=O)O)co2)c1
[C:1]-[C;D3:2](=[O:3])-[O;D1:4]>>[C:1]-[C;D3:2](=[O:3])-[O;D2:4]-[C;D1:5]$[C;D3:1]-[N;D2:2]-[C;D3:3](=[O;D1:4])-[C;D3:5]>>[C;D3:3](=[O;D1:4])(-[C;D3:5])-[O;D1:6].[C;D3:1]-[N;D1:2]$[C;D3:1]-[N;D1:2]>>[C;D3:1]-[N;D3+:2](=[O;D1:3])-[O;D1-:4]$[O:1]-[C;D3:2](=[O:3])-[C;D4:4]-1(-[O;D2:5])-[C;D2:6]-[C;D2:7]-1>>[O:1]-[C;D3:2](=[O:3])-[C;D3:4](-[O;D2:5])-[C;D2:6]-[C;D2:7]-[Br;D1:8]$[O:1]-[C;D3:2](=[O:3])-[C;D3:4](-[C;D2:5])-[O;D2:6]-[C;D3:7]>>[O:1]-[C;D3:2](=[O:3])-[C;D3:4](-[C;D2:5])-[Br;D1:8].[O;D1:6]-[C;D3:7]	1	1	397	O=C(Nc1ccc(OC2(C(=O)O)CC2)cc1F)C(c1c2c(nn1-c1ccc(Cl)cc1)CCCC2)C1CCCCC1
[C:1]-[C;D3:2](=[O:3])-[O;D1:4]>>[C:1]-[C;D3:2](=[O:3])-[O;D2:4]-[C;D2:6]-[C;D1:5]$[N:1]:[C:2](:[C;D3:3]-[O;D2:4]-[C;D2:5]-[C;D3:6]):[N:7]>>[C;D2:5](-[C;D3:6])-[Br;D1:8].[N:1]:[C:2](:[C;D3:3]-[O;D1:4]):[N:7]$[N:1]:[C:2](:[C;D3:3]-[O;D1:4]):[N:5]>>[N:1]:[C:2](:[C;D3:3]-[O;D2:4]-[C;D2:10]-[C;D3:9]:1:[C:8]:[C:7]:[C:6]:[C:12]:[C:11]:1):[N:5]$[C;D2:1]:[C;D3:2](-[C;D1:3]):[C;D2:4]:[N:5]>>[C;D2:1]:[C;D3:2](:[C;D2:4]:[N:5])-[Br;D1:6].[C;D1:3]-[B;D3:13]-1-[O;D2:12]-[B:10](-[O:9]-[B:8](-[C:7])-[O;D2:14]-1)-[C:11]$[O:1]-[C;D3:2](=[O:3])-[C;D3:4]:1:[C;D3:5](-[C;D1:6]):[N;D2:7]:[C;D3:8](:[C;D3:9]):[N;D3:12]:1:[C;D2:11]:[C:10]>>[O:1]-[C;D3:2](=[O:3])-[C;D3:4](-[C;D3:5](-[C;D1:6])=[O;D1:13])-[Cl;D1:14].[N;D1:7]-[C;D3:8](:[C;D3:9]):[N;D2:12]:[C;D2:11]:[C:10]	1	1	412	Cc1cc(OCc2c(F)ccc(F)c2F)c2nc(C)c(C(=O)O)n2c1
[C:1]-[C;D3:2](=[O:3])-[O;D1:4]>>[C:1]-[C;D3:2](=[O:3])-[O;D2:4]-[C;D2:6]-[C;D1:5]$[O:1]-[C;D3:2](=[O:3])-[C;D2:4]-[C;D3:5]-1-[C;D2:6]-[N;D2:7]=[C;D3:8](-[C;D3:9](:[C:10]):[N:11])-[S;D2:12]-1>>[O:1]-[C;D3:2](=[O:3])-[C;D2:4]#[C;D2:5]-[C;D1:6].[N;D1:7]-[C;D3:8](-[C;D3:9](:[C:10]):[N:11])=[S;D1:12]$[N:1]:[C;D3:2](-[C;D3:3](-[N;D1:4])=[S;D1:5]):[C:6]>>[S;D1:5]=[P;D4:16]-1(-[S;D2:15]-[P:13](-[C:12]:2:[C:11]:[C:10]:[C:9](-[O:8]-[C:7]):[C:27]:[C:26]:2)(=[S:14])-[S;D2:25]-1)-[C;D3:17]:3:[C:18]:[C:19]:[C:20](-[O:21]-[C:22]):[C:23]:[C:24]:3.[N:1]:[C;D3:2](-[C;D3:3](-[N;D1:4])=[O;D1:28]):[C:6]$[N:1]:[C;D3:2](-[C;D3:3](-[N;D1:4])=[O;D1:5]):[C:6]>>[N:1]:[C;D3:2](-[C;D3:3](=[O;D1:5])-[O;D1:7]):[C:6].[N;D0:4]$[C:1]-[C;D3:2](=[O:3])-[O;D1:4]>>[C:1]-[C;D3:2](=[O:3])-[O;D2:4]-[C;D1:5]	1	1	30	COc1cc(Oc2ccc(S(C)(=O)=O)nc2)cc2cc(C3=NCC(CC(=O)O)S3)[nH]c12
[C:1]-[C;D3:2](=[O:3])-[O;D2:4]-[C;D2:5]-[C;D2:6]>>[C;D2:5](-[C;D2:6])-[O;D1:7].[C:1]-[C;D3:2](=[O:3])-[O;D1:4]$[C;D2:1]-[C;D3:2](=[O;D1:3])-[O;D1:4]>>[O;D1:4]-[C;D1:5].[C;D2:1]-[C;D2:2]#[N;D1:6].[O;D0:3]$[C;D3:1]-[C;D2:2]-[C;D2:3]#[N;D1:4]>>[C;D3:1]-[C;D2:2]-[Cl;D1:5].[C;D1:3]#[N;D1:4]$[C;D3:1]-[C;D2:2]-[Cl;D1:3]>>[Cl;D1:3]-[S;D3:5](=[O;D1:4])-[Cl;D1:6].[C;D3:1]-[C;D2:2]-[O;D1:7]$[C;D2:1]-[O;D1:2]>>[C;D2:1]-[O;D2:2]-[C;D3:6]-1-[C;D2:5]-[C:4]-[C:3]-[C:8]-[O;D2:7]-1	1	1	8	CCCCCNc1nc(N)nc(C)c1Cc1ccc(CC(=O)OCCN(C)C)cc1
[C:1]:1:[N:2]:[C:3]:[N;D2:4]:[C;D3:5](-[N;D2:6]-[C;D3:7]):[C;D3:8]:1>>[C:1]:1:[N:2]:[C:3]:[N;D2:4]:[C;D3:5](:[C;D3:8]:1)-[Cl;D1:9].[N;D1:6]-[C;D3:7]$[C:1]:1:[N:2]:[C:3]:[N;D2:4]:[C;D3:5](-[Cl;D1:6]):[C;D3:7]:1>>[Cl;D1:6]-[S;D3:9](=[O;D1:8])-[Cl;D1:10].[C:1]:1:[N:2]:[C:3]:[N;D2:4]:[C;D3:5](:[C;D3:7]:1)=[O;D1:11]$[C;D2:1]:[C;D3:2]:1:[N;D2:3]:[C;D2:4]:[N;D2:5]:[C;D3:6](=[O;D1:7]):[C;D3:8]:1:[C;D2:9]>>[C;D2:1]:[C;D3:2](-[N;D1:3]):[C;D3:8](-[C;D3:6](=[O;D1:7])-[O;D2:12]-[C;D2:11]-[C:10]):[C;D2:9].[C;D2:4](=[N;D1:5])-[N;D1:13]$[C;D3:1]-[N;D1:2]>>[C;D3:1]-[N;D3+:2](=[O;D1:3])-[O;D1-:4]$[O:1]-[C:2](=[O:3])-[C;D3:4]:[C;D3:6](:[C;D2:5])-[N;D3+:7](=[O;D1:8])-[O;D1-:9]>>[N;D3+:7](=[O;D1:8])(-[O;D1-:9])-[O;D1:10].[O:1]-[C:2](=[O:3])-[C;D3:4]:[C;D2:6]:[C;D2:5]	1	1	528	COc1cc2c(Nc3c(F)cc(Cl)cc3F)ncnc2cc1OCC1CCN(C)CC1
[C:1]:[C:4]:1:[C:3](:[C:2]):[N;D2:8]:[C;D3:6](:[S;D2:5]:1)-[Cl;D1:7]>>[C:1]:[C:4]:1:[C:3](:[C:2]):[N;D2:8]:[C;D3:6](:[S;D2:5]:1)-[N;D1:9].[Cl;D0:7]$[C:1]:1:[N;D2:2]:[C;D3:3]:2:[C;D3:4](:[S;D2:5]:1):[C;D3:6](=[O;D1:7]):[N;D2:8]:[N;D2:9]:[C;D2:10]:2>>[C:1]:1:[N;D2:2]:[C;D3:3](:[C;D3:4](:[S;D2:5]:1)-[C;D3:6](=[O;D1:7])-[O;D2:12]-[C;D1:11])-[C;D2:10]=[O;D1:13].[N;D1:8]-[N;D1:9]$[C:1](:[C;D3:2](-[C;D2:3]=[O;D1:4]):[N:5]):[S:6]>>[C:1](:[C;D3:2](-[C;D2:3]-[O;D1:4]):[N:5]):[S:6]$[C;D2:1]-[O;D1:2]>>[C;D2:1]-[O;D2:2]-[C;D1:3]$[C;D2:1]-[C;D3:2]:1:[C;D3:3](-[C;D3:4](=[O:5])-[O:6]):[S;D2:7]:[C;D3:8](-[N;D1:9]):[N;D2:10]:1>>[C;D2:1]-[C;D3:2](-[C;D3:3](-[C;D3:4](=[O:5])-[O:6])-[Br;D1:12])=[O;D1:11].[S;D1:7]=[C;D3:8](-[N;D1:9])-[N;D1:10]	1	1	1426	O=c1[nH]ncc2nc(Cl)sc12
[C:1]:[C:7]:[N;D2:6]:[C;D3:3](:[C;D3:2])-[O;D2:4]-[C;D3:5]>>[C:1]:[C:7]:[N;D2:6]:[C;D3:3](:[C;D3:2])-[Cl;D1:8].[O;D1:4]-[C;D3:5]$[C:1]:[C:6]:[N;D2:5]:[C;D3:3](:[C;D3:2])-[Cl;D1:4]>>[Cl;D1:4]-[P;D4:8](=[O;D1:7])(-[Cl;D1:9])-[Cl;D1:10].[C:1]:[C:6]:[N;D2:5]:[C;D3:3](:[C;D3:2])=[O;D1:11]$[C;D3:1]-[C;D3:2]:1:[C;D3:3](-[C;D3:4]):[N;D2:5]:[C;D3:6](=[O;D1:7]):[C;D3:8](-[C;D2:9]#[N:10]):[C;D2:11]:1>>[C;D3:1]-[C;D3:2](-[C;D3:3](-[C;D3:4])=[O;D1:15])=[C;D2:11]-[N;D3:13](-[C;D1:12])-[C;D1:14].[N;D1:5]-[C;D3:6](=[O;D1:7])-[C;D2:8]-[C;D2:9]#[N:10]$[C;D3:1]-[C;D3:2](=[C;D2:3]-[N;D3:4])-[C;D3:5](=[O:6])-[C:7]>>[C;D3:3](-[N;D3:4])(-[O;D2:9]-[C;D1:8])-[O;D2:10]-[C;D1:11].[C;D3:1]-[C;D2:2]-[C;D3:5](=[O:6])-[C:7]$[C;D3:1]-[C;D2:2]-[C;D3:3](=[O;D1:4])-[C;D3:5]>>[C;D3:1]-[C;D2:2]-[Br;D1:6].[O;D2:4](-[C;D2:8]-[C;D1:7])-[C;D2:9]-[C;D1:10].[C;D2:3](-[C;D3:5])#[N;D1:11]	1	1	552	Cc1ccc(-c2cc(C#N)c(OC(C)c3ccc(F)cc3)nc2-c2ccc(Cl)cc2Cl)cc1
[C:1]:[C;D3:2](-[C;D2:3]-[S;D2:4]-[C;D3:5](:[N:6]):[N:7]):[N:8]>>[C:1]:[C;D3:2](-[C;D2:3]-[Cl;D1:9]):[N:8].[S;D1:4]-[C;D3:5](:[N:6]):[N:7]$[C:1]:[C;D3:2](-[C;D2:3]-[Cl;D1:4]):[N:5]>>[Cl;D1:4]-[S;D3:7](=[O;D1:6])-[Cl;D1:8].[C:1]:[C;D3:2](-[C;D2:3]-[O;D1:9]):[N:5]$[C;D2:1]-[O;D1:2]>>[C;D2:1]-[O;D2:2]-[C;D3:4](-[C;D1:3])=[O;D1:5]$[C:1]:[C;D3:2](-[C;D2:3]-[O;D2:4]-[C;D3:5](-[C:6])=[O:7]):[N;D2:8]:[C;D2:9]:[C:10]>>[O;D2:4](-[C;D3:5](-[C:6])=[O:7])-[C;D3:12](-[C;D1:11])=[O;D1:13].[C:1]:[C;D3:2](-[C;D1:3]):[N;D3+:8](:[C;D2:9]:[C:10])-[O;D1-:14]$[C;D2:1]-[O;D2:2]-[C;D3:3](:[C;D3:4]):[C;D2:5]>>[C;D3:3](:[C;D3:4])(:[C;D2:5])-[Cl;D1:6].[C;D2:1]-[O;D1:2]	1	1	317	COCCCOc1ccnc(CSc2nc3ccccc3[nH]2)c1C
[C:1]:[C;D3:2](-[C;D3:3](-[N;D1:4])=[O;D1:5]):[O:6]>>[C:1]:[C;D3:2](-[C;D3:3](=[O;D1:5])-[Cl;D1:7]):[O:6].[N;D0:4]$[C:1]:[C;D3:2](-[C;D3:3](=[O;D1:4])-[Cl;D1:5]):[O:6]>>[Cl;D1:5]-[S;D3:8](=[O;D1:7])-[Cl;D1:9].[C:1]:[C;D3:2](-[C;D3:3](=[O;D1:4])-[O;D1:10]):[O:6]$[C:1]-[C;D3:2](=[O:3])-[O;D1:4]>>[C:1]-[C;D3:2](=[O:3])-[O;D2:4]-[C;D2:6]-[C;D1:5]$[O:1]-[C;D3:2](=[O:3])-[C;D3:4]:1:[C;D2:5]:[C;D3:6](=[O;D1:7]):[C;D3:8](:[C;D3:9](:[C;D2:10]):[O;D2:12]:1):[C;D2:11]>>[O:1]-[C;D3:2](=[O:3])-[C;D3:4](-[O;D2:15]-[C;D2:14]-[C:13])=[O;D1:16].[C;D1:5]-[C;D3:6](=[O;D1:7])-[C;D3:8](:[C;D3:9](:[C;D2:10])-[O;D1:12]):[C;D2:11]$[C;D3:1]-[O;D1:2]>>[C;D3:1]-[O;D2:2]-[C;D1:3]	1	1	257	CS(=O)(=O)Nc1cc2oc(C(N)=O)cc(=O)c2cc1Oc1ccccc1
[C:1]:[C;D3:2]:[N;D3:3]:1:[C;D2:4]:[C;D2:5]:[N;D2:6]:[C;D3:7]:1:[C;D3:8]>>[C;D2:4](-[C;D2:5]=[O;D1:9])-[Cl;D1:10].[C:1]:[C;D3:2]:[N;D2:3]:[C;D3:7](-[N;D1:6]):[C;D3:8]$[N:1]:[C;D3:2](-[N;D1:3]):[C:4]>>[N:1]:[C;D3:2](-[N;D2:3]-[C;D2:11]-[C;D3:10]:1:[C:9]:[C:8]:[C:7](-[O:6]-[C:5]):[C:13](:[C:12]:1)-[O:14]-[C:15]):[C:4]$[C:1]:[C:2]:[N;D2:3]:[C;D3:4](-[N;D2:5]-[C;D2:6]):[C;D3:7]>>[C:1]:[C:2]:[N;D2:3]:[C;D3:4](:[C;D3:7])-[Cl;D1:8].[N;D1:5]-[C;D2:6]$[C:1]:[C;D3:2]:[N;D2:3]:[C;D3:4](-[Cl;D1:5]):[C;D3:6]>>[Cl;D1:5]-[P;D4:8](=[O;D1:7])(-[Cl;D1:9])-[Cl;D1:10].[C:1]:[C;D3:2]:[N;D3+:3](:[C;D2:4]:[C;D3:6])-[O;D1-:11]$[C:1]:[C;D3:2]:[N;D3+:3](-[O;D1-:4]):[C;D2:5]:[C:6]>>[O;D1:4]-[O;D2:10]-[C;D3:8](-[C:7])=[O:9].[C:1]:[C;D3:2]:[N;D2:3]:[C;D2:5]:[C:6]	1	1	206	COC(=O)c1cc(Cl)c2nccn2c1-c1cccc(F)c1
[C:1]:[C;D3:2]:[N;D3:3]:1:[C;D2:4]:[N;D2:5]:[C;D2:6]:[C;D3:7]:1:[C;D2:8]>>[C:1]:[C;D3:2]:[N;D2:3]:[C;D3:7](-[C;D2:6]-[N;D2:5]-[C;D2:4]=[O;D1:9]):[C;D2:8]$[C;D2:1]-[N;D2:2]-[C;D2:3]=[O;D1:4]>>[C;D2:3](=[O;D1:4])-[O;D1:5].[C;D2:1]-[N;D1:2]$[C;D2:1]-[N;D1:2]>>[C;D2:1]-[N;D2:2]=[N;D2+:4]=[N;D1-:3]$[N:1]:[C;D3:2](-[C;D2:3]-[N;D2:4]=[N;D2+:5]):[C:6]>>[N:1]:[C;D3:2](-[C;D2:3]-[O;D1:7]):[C:6].[N;D1-:4]=[N;D2+:5]$[N:1]:[C;D3:2](-[C;D2:3]-[O;D1:4]):[C:5]>>[N:1]:[C;D3:2](-[C;D3:3](=[O;D1:4])-[O;D2:7]-[C;D1:6]):[C:5]	1	1	13	COC(=O)c1ccc2cncn2c1Cl
[C;D1:1]-[C;D3:2](-[O;D1:3])-[C;D4:4]>>[C;D1:1]-[Mg;D2:6]-[Br;D1:5].[C;D2:2](=[O;D1:3])-[C;D4:4]$[O;D1:1]=[C;D2:2]-[C;D4:3]>>[O;D1:1]-[C;D2:2]-[C;D4:3]$[O;D1:1]-[C;D2:2]-[C;D4:3]>>[O;D1:1]=[C;D3:2](-[C;D4:3])-[O;D2:6]-[C;D2:5]-[C:4]$[O:1]-[C;D3:2](=[O:3])-[C;D4:4](-[C;D3:5])(-[C;D2:6]-[C;D2:7])-[C;D2:9]-[C;D2:8]>>[C;D2:6](-[C;D2:7])-[Cl;D1:10].[C;D2:8]-[C;D2:9]-[Cl;D1:11].[O:1]-[C;D3:2](=[O:3])-[C;D2:4]-[C;D3:5]$[O:1]-[C;D3:2](=[O:3])-[C;D2:4]-[C;D3:5]>>[O:1]-[C;D3:2](=[O:3])-[C;D3:4](-[C;D3:5])-[C;D3:9](-[O;D2:8]-[C:7]-[C:6])=[O;D1:10]	1	1	2298	CC(O)C1(c2cc(F)cc(OCc3ccccc3)c2)CCOCC1
[C;D1:1]-[N;D2:2]-[C;D3:3](=[O;D1:4])-[C;D2:5]>>[C;D3:3](=[O;D1:4])(-[C;D2:5])-[O;D1:6].[C;D1:1]-[N;D1:2]$[C:1]-[C;D3:2](=[O:3])-[O;D1:4]>>[C:1]-[C;D3:2](=[O:3])-[O;D2:4]-[C;D2:6]-[C;D1:5]$[O:1]-[C;D3:2](=[O:3])-[C;D2:4]-[C;D3:5]-1-[C;D2:6]-[N;D2:7]=[C;D3:8](-[C;D3:9](:[C:10]):[N:11])-[S;D2:12]-1>>[O:1]-[C;D3:2](=[O:3])-[C;D2:4]#[C;D2:5]-[C;D1:6].[N;D1:7]-[C;D3:8](-[C;D3:9](:[C:10]):[N:11])=[S;D1:12]$[N:1]:[C;D3:2](-[C;D3:3](-[N;D1:4])=[S;D1:5]):[C:6]>>[S;D1:5]=[P;D4:16]-1(-[S;D2:15]-[P:13](-[C:12]:2:[C:11]:[C:10]:[C:9](-[O:8]-[C:7]):[C:27]:[C:26]:2)(=[S:14])-[S;D2:25]-1)-[C;D3:17]:3:[C:18]:[C:19]:[C:20](-[O:21]-[C:22]):[C:23]:[C:24]:3.[N:1]:[C;D3:2](-[C;D3:3](-[N;D1:4])=[O;D1:28]):[C:6]$[N:1]:[C;D3:2](-[C;D3:3](-[N;D1:4])=[O;D1:5]):[C:6]>>[N:1]:[C;D3:2](-[C;D3:3](=[O;D1:5])-[O;D1:7]):[C:6].[N;D0:4]	1	1	6563	CNC(=O)CC1CN=C(c2cc3cc(Oc4ccc(S(C)(=O)=O)nc4)cc(C)c3[nH]2)S1
[C;D1:1]-[O;D2:2]-[C;D3:3](=[O;D1:4])-[C;D2:5]>>[C;D3:3](=[O;D1:4])(-[C;D2:5])-[O;D1:6].[C;D1:1]-[O;D1:2]$[C;D2:1]-[C;D3:2](=[O;D1:3])-[O;D1:4]>>[O;D1:3]=[C;D3:6](-[O;D1:4])-[C;D1:5].[C;D2:1]-[C;D2:2]#[N;D1:7]$[C;D3:1]-[C;D2:2]-[C;D2:3]#[N;D1:4]>>[C;D3:1]-[C;D2:2]-[Br;D1:5].[C;D1:3]#[N;D1:4]$[C;D3:1]-[C;D2:2]-[Br;D1:3]>>[Br;D1:3]-[C;D4:5](-[Br;D1:4])(-[Br;D1:6])-[Br;D1:7].[C;D3:1]-[C;D2:2]-[O;D1:8]$[C;D3:1]-[C;D2:2]-[O;D1:3]>>[C;D3:1]-[C;D3:2](-[O;D1:3])=[O;D1:4]	1	1	3343	COC(=O)Cc1ccc(F)c(F)c1C
[C;D2:1]-[C;D2:2]-[Br;D1:3]>>[Br;D1:3]-[P;D3:5](-[Br;D1:4])-[Br;D1:6].[C;D2:1]-[C;D2:2]-[O;D1:7]$[C;D2:1]-[O;D1:2]>>[C;D2:1]-[O;D2:2]-[Si;D4:7](-[C;D4:4](-[C:3])(-[C:5])-[C:6])(-[C;D1:8])-[C;D1:9]$[C;D3:1]:[C;D3:2]:1:[C;D3:3](=[O;D1:4]):[N;D2:5]:[C;D3:6](-[C;D3:7](:[C:8]):[N:9]):[N;D2:10]:[C;D3:11]:1:[C;D2:12]>>[C;D2:6](-[C;D3:7](:[C:8]):[N:9])=[O;D1:13].[C;D3:1]:[C;D3:2](-[C;D3:3](=[O;D1:4])-[N;D1:5]):[C;D3:11](-[N;D1:10]):[C;D2:12]$[C;D2:1]:[C;D3:2](-[C;D3:3](:[N;D2:4]:[C:5]:[C:6]):[C;D3:7]):[C;D2:8]>>[C;D3:3](:[N;D2:4]:[C:5]:[C:6])(:[C;D3:7])-[Br;D1:9].[C;D2:1]:[C;D3:2](:[C;D2:8])-[B;D3:11](-[O;D1:10])-[O;D1:12]$[C;D2:1]-[C;D2:2]-[O;D2:3]-[C;D3:4]:[C:5]:[N:6]>>[C;D2:1]-[C;D2:2]-[Br;D1:7].[O;D1:3]-[C;D3:4]:[C:5]:[N:6]	1	1	466	COc1cc(OC)c2c(=O)[nH]c(-c3ccc(OCCBr)c(-c4ccc(C(=O)N(C)C)cc4)n3)nc2c1
[C;D2:1]-[C;D2:2]-[Cl;D1:3]>>[Cl;D1:3]-[P;D4:5](=[O;D1:4])(-[Cl;D1:6])-[Cl;D1:7].[C;D2:1]-[C;D2:2]-[O;D1:8]$[C;D2:1]-[C;D2:2]-[O;D1:3]>>[C;D2:1]-[C;D3:2](-[O;D1:3])=[O;D1:4]$[C;D2:1]-[C;D3:2](=[O;D1:3])-[O;D1:4]>>[O;D1:3]=[C;D3:6](-[O;D1:4])-[C;D1:5].[C;D2:1]-[C;D2:2]#[N;D1:7]$[C;D3:1]-[C;D2:2]-[C;D2:3]#[N;D1:4]>>[C;D3:1]-[C;D2:2]-[O;D2:9]-[S;D4:6](-[C:5])(=[O:7])=[O:8].[C;D2:3](#[N;D1:4])-[C;D1:10]$[C;D2:1]-[O;D2:2]-[S;D4:3](-[C;D1:4])(=[O;D1:5])=[O;D1:6]>>[S;D4:3](-[C;D1:4])(=[O;D1:5])(=[O;D1:6])-[Cl;D1:7].[C;D2:1]-[O;D1:2]	1	1	1584	Cc1c(CCCl)cccc1[N+](=O)[O-]
[C;D2:1]-[C;D2:2]-[N;D2:3]-[C;D3:4]>>[C;D2:1]-[C;D2:2]-[Br;D1:5].[N;D1:3]-[C;D3:4]$[C;D2:1]-[C;D2:2]-[Br;D1:3]>>[Br;D1:3]-[P;D3:5](-[Br;D1:4])-[Br;D1:6].[C;D2:1]-[C;D2:2]-[O;D1:7]$[C;D2:1]-[O;D1:2]>>[C;D2:1]-[O;D2:2]-[Si;D4:7](-[C;D4:4](-[C:3])(-[C:5])-[C:6])(-[C;D1:8])-[C;D1:9]$[C;D3:1]:[C;D3:2]:1:[C;D3:3](=[O;D1:4]):[N;D2:5]:[C;D3:6](-[C;D3:7](:[C:8]):[N:9]):[N;D2:10]:[C;D3:11]:1:[C;D2:12]>>[C;D2:6](-[C;D3:7](:[C:8]):[N:9])=[O;D1:13].[C;D3:1]:[C;D3:2](-[C;D3:3](=[O;D1:4])-[N;D1:5]):[C;D3:11](-[N;D1:10]):[C;D2:12]$[C;D2:1]:[C;D3:2](-[C;D3:3](:[N;D2:4]:[C:5]:[C:6]):[C;D3:7]):[C;D2:8]>>[C;D3:3](:[N;D2:4]:[C:5]:[C:6])(:[C;D3:7])-[Br;D1:9].[C;D2:1]:[C;D3:2](:[C;D2:8])-[B;D3:11](-[O;D1:10])-[O;D1:12]	1	1	466	COc1cc(OC)c2c(=O)[nH]c(-c3ccc(OCCNC(C)C)c(-c4ccc(C(=O)N(C)C)cc4)n3)nc2c1
[C;D2:1]-[C;D2:2]-[N;D3:3](-[C;D2:4])-[C;D2:5]>>[C;D2:1]-[C;D2:2]-[Br;D1:6].[N;D2:3](-[C;D2:4])-[C;D2:5]$[C;D2:1]-[C;D2:2]-[Br;D1:3]>>[Br;D1:3]-[Br;D1:4].[C;D2:1]-[C;D2:2]-[O;D1:5]$[C;D2:1]-[C;D2:2]-[C;D2:3]-[O;D1:4]>>[O;D1:4]-[O;D1:5].[C;D2:1]-[C;D2:2]=[C;D1:3]$[C;D2:1]-[N;D3:2](-[C;D1:3])-[S;D4:4](=[O;D1:5])(=[O;D1:6])-[C;D3:7]>>[S;D4:4](=[O;D1:5])(=[O;D1:6])(-[C;D3:7])-[Cl;D1:8].[C;D2:1]-[N;D2:2]-[C;D1:3]$[C;D3:1]-[C;D2:2]-[N;D2:3]-[C;D1:4]>>[C;D3:1]-[C;D2:2]=[O;D1:5].[N;D1:3]-[C;D1:4]	1	1	773	CN(CC(CCCN1CCC2(CC1)CSc1ccccc12)c1cccc(Cl)c1)S(=O)(=O)c1ccccc1
[C;D2:1]-[C;D2:2]-[N;D3:3](-[C;D2:4])-[C;D2:5]>>[C;D2:1]-[C;D2:2]-[I;D1:6].[N;D2:3](-[C;D2:4])-[C;D2:5]$[C;D2:1]-[C;D2:2]-[I;D1:3]>>[C;D2:1]-[C;D2:2]-[O;D2:8]-[S;D4:5](-[C:4])(=[O:6])=[O:7].[I;D0:3]$[C;D2:1]-[O;D2:2]-[S;D4:3](-[C;D1:4])(=[O;D1:5])=[O;D1:6]>>[S;D4:3](-[C;D1:4])(=[O;D1:5])(=[O;D1:6])-[Cl;D1:7].[C;D2:1]-[O;D1:2]$[C;D2:1]-[C;D2:2]-[O;D1:3]>>[C;D2:1]-[C;D3:2](=[O;D1:3])-[O;D2:6]-[C;D2:5]-[C:4]$[C;D2:1]-[C;D3:2](-[C;D2:3]-[C;D3:4])-[C;D2:5]>>[C;D2:1]-[C;D3:2](=[C;D2:3]-[C;D3:4])-[C;D2:5]	1	1	1221	COc1c2c(c(OC)c(OC)c1OC)CC(CCCCCCCCN1CCN(c3ccccn3)CC1)C2
[C;D2:1]-[C;D2:2]-[O;D1:3]>>[C;D2:1]-[C;D3:2](=[O;D1:3])-[O;D2:6]-[C;D2:5]-[C:4]$[O:1]-[C;D3:2](=[O:3])-[C;D2:4]-[C;D3:5]-1-[C;D2:6]-[N;D2:7]=[C;D3:8](-[C;D3:9](:[C:10]):[N:11])-[S;D2:12]-1>>[O:1]-[C;D3:2](=[O:3])-[C;D2:4]#[C;D2:5]-[C;D1:6].[N;D1:7]-[C;D3:8](-[C;D3:9](:[C:10]):[N:11])=[S;D1:12]$[N:1]:[C;D3:2](-[C;D3:3](-[N;D1:4])=[S;D1:5]):[C:6]>>[S;D1:5]=[P;D4:16]-1(-[S;D2:15]-[P:13](-[C:12]:2:[C:11]:[C:10]:[C:9](-[O:8]-[C:7]):[C:27]:[C:26]:2)(=[S:14])-[S;D2:25]-1)-[C;D3:17]:3:[C:18]:[C:19]:[C:20](-[O:21]-[C:22]):[C:23]:[C:24]:3.[N:1]:[C;D3:2](-[C;D3:3](-[N;D1:4])=[O;D1:28]):[C:6]$[N:1]:[C;D3:2](-[C;D3:3](-[N;D1:4])=[O;D1:5]):[C:6]>>[N:1]:[C;D3:2](-[C;D3:3](=[O;D1:5])-[O;D1:7]):[C:6].[N;D0:4]$[C:1]-[C;D3:2](=[O:3])-[O;D1:4]>>[C:1]-[C;D3:2](=[O:3])-[O;D2:4]-[C;D1:5]	1	1	1084	CCOc1cc(Oc2ccc(S(C)(=O)=O)nc2)cc2cc(C3=NCC(CCO)S3)[nH]c12
